,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.7169507575757575,0.7166193181818182,0.7171717171717172,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171
Macro_Precision,0.6983632156235267,0.6984248618172372,0.698322118161053,0.6983221181610529,0.6983221181610529,0.6983221181610529,0.6983221181610529,0.6983221181610529,0.6983221181610529
Macro_Recall,0.6969822530864197,0.6973881172839506,0.6967116769547326,0.6967116769547325,0.6967116769547325,0.6967116769547325,0.6967116769547326,0.6967116769547326,0.6967116769547325
Macro_F1,0.6918635226743203,0.6919507116946639,0.6918053966607579,0.6918053966607579,0.6918053966607579,0.691805396660758,0.691805396660758,0.691805396660758,0.6918053966607579
Weighted_F1,0.7169406009147916,0.7167711179896697,0.7170535895315395,0.7170535895315395,0.7170535895315395,0.7170535895315395,0.7170535895315395,0.7170535895315395,0.7170535895315395
Weighted_Precision,0.7275155466960641,0.727815413419962,0.7273156355467989,0.7273156355467989,0.7273156355467989,0.7273156355467988,0.7273156355467989,0.7273156355467989,0.7273156355467989
