,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.03939775122011267,0.039975680584274864,0.03929012334104284,0.03995364116696106,0.03995364116696106,0.029197196412330553,0.04000007123420708,0.037541214792231256,0.03995364116696106
Macro_Precision,0.038806006914628766,0.03841752731539105,0.03881145761570945,0.03939972951257367,0.03939972951257367,0.025462121330570877,0.039445504316276955,0.038139657168827654,0.03939972951257367
Macro_Recall,0.036744771228946385,0.03596051006974441,0.03684933062265153,0.037513050740209046,0.037513050740209046,0.023590446562531536,0.03755663087278291,0.03740095471401539,0.037513050740209046
Macro_F1,0.03784227095685692,0.03761948462082349,0.037688627774991504,0.03853866813759326,0.03853866813759326,0.02647643829770674,0.038583442162054185,0.03824666619516011,0.03853866813759326
Weighted_F1,0.037391725696986344,0.03777173738723889,0.03723418772917068,0.03799103577288892,0.03799103577288892,0.02726238676010671,0.03803518071343702,0.03674647119736568,0.03799103577288892
Weighted_Precision,0.03394461634160585,0.03338424957206035,0.034033038326265995,0.03449540220943012,0.03449540220943012,0.020236799214445208,0.034535471197956746,0.03448358633901348,0.03449540220943012
