Metric,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.0,0.017043316497772666,0.030040569745005394,0.003253091600829427,0.08668701478107609,0.0,0.5572419632429654,0.039531084221944,0.048235373668156584,0.020871289610288432,0.020945651758018515,0.01345526288874809,0.0028286798805254604,0.0028629810466806326,0.0,0.021094411645300966,0.021295367488628404,0.11461394192405969
Macro_F1,0.0,0.02129640060184374,0.03094787118871167,0.0030991979687967695,0.0951383451827989,0.0,0.48256636777918516,0.026166849521348682,0.059559051937497005,0.023067477805616434,0.018080513440412352,0.01456400646495908,0.003073305220979294,0.003136399353570637,0.0,0.02283842648971936,0.02280367402321792,0.17366211302134343
Macro_Precision,0.0,0.021161667332615965,0.030612225421190135,0.0029884025553144422,0.08444973120622161,0.0,0.5618396825000629,0.05213079851376383,0.044330502935489076,0.023984054675878684,0.02566578060142951,0.01386895859044254,0.002231511568545101,0.002854264439944199,0.0,0.023888571944944675,0.02385019094709717,0.08614365676706054
Macro_Recall,0.0,0.0234313586787082,0.0313636862581673,0.003033197345454046,0.1003147008254159,0.0,0.42428093993053634,0.01736991010712645,0.07155092299049168,0.025696932828720865,0.015861271066350605,0.015803926533602165,0.003455014856527876,0.0032797422467880787,0.0,0.025846256631195042,0.026210084391479604,0.2125020553094355
Weighted_F1,0.0,0.01880416152301281,0.030674352385867968,0.003335963917324662,0.09070908951528436,0.0,0.5200508385295838,0.03222384873321063,0.05425783520463216,0.021083918529665034,0.020039533336729382,0.013409323415732732,0.002933312935856538,0.002880928747970976,0.0,0.021715933721812658,0.021241986381406498,0.14663897312190946
Weighted_Precision,0.0,0.018018593994165007,0.030957430099649866,0.003171441329672276,0.08725473789558924,0.0,0.5260167598414458,0.03549749371382341,0.0613472298549723,0.023354554534356756,0.023543305127523884,0.01357104310047807,0.00278125888213099,0.002799674978678126,0.0,0.0211006667809009,0.020417979723191208,0.13016783014342212
