Metric,Split_Ratio:0.1,ImblName:ADASYN,Model:XGBmodel,Model:GradientBoosting,ImblName:SMOTE,Model:random_forest,Scaler:standard,Prob_Threshold:0.35,FeatureNum:7.0,FS_Method:biMeanInfgain
Accuracy,0.7004911754911756,0.6578872516372516,0.6956772394272395,0.6966908091908092,0.6755605505605506,0.6807067932067932,0.6893568237318237,0.6655237123987123,0.6875360750360751,0.6851359577922078
Macro_F1,0.6840501414846811,0.6467369877641123,0.6783414783845817,0.6798442536117565,0.6644690518706156,0.6640734627799736,0.6685612076861162,0.6537923940373684,0.6703009637507018,0.6681664318910226
Macro_Precision,0.7115794898081709,0.6939621939615537,0.7093792090334086,0.7120151317645728,0.6991046696267479,0.6992076661785638,0.6976152199015753,0.6976938146893973,0.6995328060095074,0.6979140222276174
Macro_Recall,0.7145607193732193,0.6956557405428934,0.7115461182336182,0.714323777302944,0.7042017598528015,0.7013669575023742,0.6966608103830325,0.6990440804051915,0.7013797367969822,0.6999992283950618
Weighted_F1,0.6978831618498315,0.6514651553997622,0.6910493534650233,0.6919461117403506,0.6731956949346938,0.675605214293564,0.6848214753275308,0.6606973828876986,0.684454961030519,0.6820184960381728
Weighted_Precision,0.7533874849664844,0.7450243547446953,0.7513600122663623,0.7545594848263735,0.7471328406493941,0.7439676929633087,0.7377146818949925,0.748074223698928,0.7421606172573659,0.7410936168124476
