Prob_Threshold,LogDir,Norm_First,Split_Ratio,Timestamp,RunID,Model_RunID,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,NormOrder,FeatureNum,InfoGain,Pipeline,Model,Scaler,AugMethod,ImblMethod
0.35,log/pimaindians_diabetes/8/noSelect/MinMax__gaussian_noise__ADASYN/DTmodel,True,0.1,2026-01-30 21:09:35,1769764270122_202fd60e,1769764270122_202fd60e17697785757052217,0.4805194805194805,0.4783352876034134,0.4764814814814815,0.4661862648170113,0.5231117817105702,0.4805194805194805,0.4909664783302326,0.4805194805194805,0.4805194805194805,0.4805194805194805,0.4835735587594251,First,8,noSelect,MinMax__gaussian_noise__ADASYN,DTmodel,MinMax,gaussian_noise,ADASYN
0.35,log/pimaindians_diabetes/8/noSelect/Standard__mixup__noIMB/LogisticRegression,True,0.2,2026-01-30 21:15:05,1769764270122_202fd60e,1769764270122_202fd60e17697789051484710,0.7175324675324675,0.7023003371308998,0.7186111111111111,0.7043747107252556,0.7394101190602005,0.7175324675324675,0.7229842616324194,0.7175324675324675,0.7175324675324675,0.7175324675324675,0.7171489895968592,First,8,noSelect,Standard__mixup__noIMB,LogisticRegression,Standard,mixup,noIMB
0.35,log/pimaindians_diabetes/8/noSelect/mixup__TomekLinks__Standard/random_forest,False,0.1,2026-01-30 21:21:04,1769764270122_202fd60e,1769764270122_202fd60e17697792645072747,0.8051948051948052,0.7941109276003842,0.8201851851851851,0.7973273568196889,0.8309585088095981,0.8051948051948052,0.8092294751658655,0.8051948051948052,0.8051948051948052,0.8051948051948052,0.807586909035272,Last,8,noSelect,mixup__TomekLinks__Standard,random_forest,Standard,mixup,TomekLinks
0.35,log/pimaindians_diabetes/8/noSelect/Standard__mixup__noIMB/XGBmodel,True,0.1,2026-01-30 21:14:56,1769764270122_202fd60e,1769764270122_202fd60e17697788966090667,0.7467532467532467,0.7291035353535353,0.7453703703703703,0.7329667027286934,0.7630280073461891,0.7467532467532467,0.7510830316455992,0.7467532467532467,0.7467532467532467,0.7467532467532467,0.7450589501644519,First,8,noSelect,Standard__mixup__noIMB,XGBmodel,Standard,mixup,noIMB
0.35,log/pimaindians_diabetes/8/noSelect/Standard__mixup__noIMB/XGBmodel,True,0.2,2026-01-30 21:15:03,1769764270122_202fd60e,1769764270122_202fd60e17697789039640963,0.7337662337662337,0.7197298818265991,0.7375,0.7217367559045477,0.756561299159926,0.7337662337662337,0.7389426383568828,0.7337662337662337,0.7337662337662337,0.7337662337662336,0.7339875207443605,First,8,noSelect,Standard__mixup__noIMB,XGBmodel,Standard,mixup,noIMB
