Metric,AugMethod:noAUG,AugMethod:mixup,Model:sklearn_SVM,Model:GradientBoosting,Split_Ratio:0.1,ImblMethod:TomekLinks,Model:LogisticRegression,Model:XGBmodel,Prob_Threshold:0.5,ImblMethod:noIMB
Accuracy,0.04020827698675743,0.0324449680197613,0.05223875209754659,0.09686359676676243,0.09308211415028818,0.0523678508920955,0.06819976213991133,0.10031539277488169,0.07027124463428991,0.0517963321399751
Macro_F1,0.042799956714742425,0.03596119966909336,0.05808272539167366,0.10661932994886066,0.10048168527589779,0.06647209072823321,0.0713633563595297,0.10865091802799343,0.0775236163059074,0.06699245294511223
Macro_Precision,0.0420199014652483,0.036607457769250215,0.030423119782101212,0.04978459004922306,0.06800840493875117,0.05665782625863287,0.024546148873787563,0.054181672467348646,0.06311472754304473,0.05714341265929725
Macro_Recall,0.04870888040554563,0.04398120466100311,0.052733375780180405,0.07400546285459011,0.08339445464878564,0.06855816687122528,0.04809543403064567,0.07674903080752365,0.07491182896608282,0.06755081482742002
Weighted_F1,0.0404422330236703,0.032628915476162125,0.06053089100196489,0.12154103631297083,0.10873446026305111,0.056560176921119185,0.08369650362843396,0.12370393262233569,0.07478827204087744,0.056520977418620014
Weighted_Precision,0.04629735795332908,0.041480988790035506,0.03759327828455599,0.04992909635323771,0.06844074913099912,0.05525869454375318,0.03061358390415038,0.05340212258046655,0.06151198883053794,0.0544956902348723
