Part,MeanImportance,StdImportance,Rank
Model,0.42416711042057503,0.02442394247386157,1
FS_Method,0.06914444076450775,0.003709700994958952,2
Scaler,0.06598459649469761,0.002435031326004468,3
Norm_Order,0.006612474987066475,0.0005660709136759205,4
AugName,0.0,0.0,5
FeatureNum,0.0,0.0,5
ImblName,0.0,0.0,5
Prob_Threshold,0.0,0.0,5
Split_Ratio,0.0,0.0,5
