Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.0,0.06789356708380052,0.0,0.0,0.45217793323819744,0.006132499879771077,0.0,0.067311940719014,0.0
Macro_F1,0.0,0.06569942121849592,0.0,0.0,0.4049017019990441,0.006982773327718654,0.0,0.0649070337951879,0.0
Macro_Precision,0.0,0.07522373033551413,0.0,0.0,0.4458232762894658,0.005931045159776919,0.0,0.06961362447649558,0.0
Macro_Recall,0.0,0.06723366552068055,0.0,0.0,0.38761730881847206,0.007484687344713099,0.0,0.06575455588637004,0.0
Weighted_F1,0.0,0.06670362704825089,0.0,0.0,0.42599525897800355,0.006515822403644779,0.0,0.06601012876277165,0.0
Weighted_Precision,0.0,0.07211263338030446,0.0,0.0,0.4284871832002674,0.006628021806774322,0.0,0.06231029532834648,0.0
