Support,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
27.0,2026-01-30 17:33:45,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMeanInfgain/Standard__mixup__noIMB/sklearn_SVM,1,0.7402597402597403,0.7038461538461538,0.7348651348651349,0.6521739130434783,0.5555555555555556,0.6,15,12,8,42,True,0.1,0.5,1769764270122_202fd60e17697656257100135
27.0,2026-01-31 09:49:07,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMaxInfgain/gaussian_noise__RandomUnderSampler__MinMax/random_forest,1,0.5844155844155844,0.5826558265582655,0.5745609404145989,0.4545454545454545,0.925925925925926,0.6097560975609756,25,2,30,20,False,0.1,0.35,1769799643988_de27996617698241476346730
27.0,2026-01-30 21:00:55,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/infgain/Standard__noAUG__SMOTE/sklearn_SVM,1,0.7662337662337663,0.7629958960328318,0.7712704532129977,0.6097560975609756,0.925925925925926,0.7352941176470589,25,2,16,34,True,0.1,0.35,1769764270122_202fd60e17697780559747583
27.0,2026-01-31 09:49:08,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMaxInfgain/gaussian_noise__RandomUnderSampler__MinMax/XGBmodel,1,0.6623376623376623,0.6622807017543859,0.6635907951697425,0.5102040816326531,0.925925925925926,0.6578947368421053,25,2,24,26,False,0.1,0.35,1769799643988_de27996617698241486575711
27.0,2026-01-31 09:49:09,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMaxInfgain/gaussian_noise__RandomUnderSampler__MinMax/DTmodel,1,0.5454545454545454,0.5376565448618974,0.555591946224988,0.4,0.5925925925925926,0.4776119402985074,16,11,24,26,False,0.1,0.35,1769799643988_de27996617698241495359918
