F1,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
0.0,2026-01-31 09:48:43,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMaxInfgain/MinMax__gaussian_noise__ADASYN/GradientBoosting,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,True,0.1,0.35,1769799643988_de27996617698241230469128
0.0,2026-01-30 17:28:33,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMaxInfgain/Standard__gaussian_noise__ADASYN/GradientBoosting,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,True,0.1,0.35,1769764270122_202fd60e17697653130728978
0.0,2026-01-31 10:21:36,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMeanInfgain/gaussian_noise__ADASYN__Standard/XGBmodel,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1769799643988_de27996617698260967276433
0.0,2026-01-30 18:53:51,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__MinMax/XGBmodel,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1769764270122_202fd60e17697704315290964
0.0,2026-01-30 17:28:23,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMaxInfgain/gaussian_noise__ADASYN__Standard/GradientBoosting,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1769764270122_202fd60e17697653037381722
