FP,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
0,2026-01-30 20:37:55,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/infgain/MinMax__gaussian_noise__ADASYN/random_forest,0,0.4545454545454545,0.4191810344827586,0.376371473354232,1.0,0.16,0.2758620689655172,50.0,8,42,27,True,0.1,0.35,1769764270122_202fd60e17697766758294632
0,2026-01-30 20:55:25,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/infgain/gaussian_noise__SMOTE__MinMax/XGBmodel,0,0.5714285714285714,0.564076170869789,0.5471656495845894,1.0,0.34,0.5074626865671642,50.0,17,33,27,False,0.1,0.5,1769764270122_202fd60e17697777252526311
0,2026-01-30 17:38:19,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/infgain/gaussian_noise__RandomUnderSampler__MinMax/GradientBoosting,0,0.5584415584415584,0.5492424242424243,0.5300078709169619,1.0,0.32,0.4848484848484848,50.0,16,34,27,False,0.1,0.35,1769764270122_202fd60e17697658994073007
0,2026-01-31 05:07:27,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/6/biMaxInfgain/MinMax__noAUG__RandomUnderSampler/random_forest,0,0.7532467532467533,0.7525790630813461,0.7564182815324366,1.0,0.62,0.7654320987654321,50.0,31,19,27,True,0.1,0.35,1769799643988_de27996617698072476509309
0,2026-01-31 10:21:55,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMeanInfgain/Standard__gaussian_noise__ADASYN/XGBmodel,0,0.3636363636363636,0.2817437654673519,0.2093003132409186,1.0,0.02,0.0392156862745098,50.0,1,49,27,True,0.1,0.35,1769799643988_de27996617698261151172593
