Split_Ratio,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Prob_Threshold,Model_RunID
0.2,2026-01-31 12:44:07,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/8/noSelect/Standard__mixup__TomekLinks/GradientBoosting,1,0.7532467532467533,0.7214924804873406,0.7495827986975903,0.6666666666666666,0.5925925925925926,0.6274509803921569,54.0,32,22,16,84,True,0.5,1769799643988_de27996617698346479403251
0.2,2026-01-30 19:12:05,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/LogisticRegression,1,0.7012987012987013,0.689516129032258,0.7075827398408043,0.5571428571428572,0.7222222222222222,0.6290322580645161,54.0,39,15,31,69,True,0.35,1769764270122_202fd60e17697715252939243
0.2,2026-01-30 19:12:05,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/GradientBoosting,1,0.7337662337662337,0.7225225225225225,0.7392067392067392,0.5942028985507246,0.7592592592592593,0.6666666666666666,54.0,41,13,28,72,True,0.35,1769764270122_202fd60e17697715256622616
0.2,2026-01-30 19:12:05,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/sklearn_SVM,0,0.7272727272727273,0.6951357466063348,0.7247017688194158,0.7788461538461539,0.81,0.7941176470588235,100.0,81,19,23,31,True,0.5,1769764270122_202fd60e17697715259936804
0.2,2026-01-30 19:12:05,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/sklearn_SVM,1,0.7272727272727273,0.6951357466063348,0.7247017688194158,0.62,0.5740740740740741,0.5961538461538461,54.0,31,23,19,81,True,0.5,1769764270122_202fd60e17697715259936804
