Prob_Threshold,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Model_RunID
0.5,2026-01-31 12:44:07,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/8/noSelect/Standard__mixup__TomekLinks/GradientBoosting,1,0.7532467532467533,0.7214924804873406,0.7495827986975903,0.6666666666666666,0.5925925925925926,0.6274509803921569,54.0,32,22,16,84,True,0.2,1769799643988_de27996617698346479403251
0.5,2026-01-30 19:12:03,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/GradientBoosting,0,0.7662337662337663,0.7386877828054299,0.7640300875594993,0.8076923076923077,0.84,0.8235294117647058,50.0,42,8,10,17,True,0.1,1769764270122_202fd60e17697715236071888
0.5,2026-01-31 08:25:52,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/6/biMeanInfgain/noAUG__RandomUnderSampler__Standard/sklearn_SVM,0,0.7922077922077922,0.7878787878787878,0.7969303423848879,0.9473684210526316,0.72,0.8181818181818182,50.0,36,14,2,25,False,0.1,1769799643988_de27996617698191525619614
0.5,2026-01-30 19:12:05,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/sklearn_SVM,0,0.7272727272727273,0.6951357466063348,0.7247017688194158,0.7788461538461539,0.81,0.7941176470588235,100.0,81,19,23,31,True,0.2,1769764270122_202fd60e17697715259936804
0.5,2026-01-30 19:12:05,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/Standard__noAUG__TomekLinks/sklearn_SVM,1,0.7272727272727273,0.6951357466063348,0.7247017688194158,0.62,0.5740740740740741,0.5961538461538461,54.0,31,23,19,81,True,0.2,1769764270122_202fd60e17697715259936804
