,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.09308748745093158,0.09301229068324901,0.09298887318565177,0.0709723405064966,0.088167092415357,0.08902207622573448,0.09304671902561673,0.088217572038704,0.09337878514063526
Macro_Precision,0.06828456336795621,0.06830201419499146,0.06786413089723331,0.05674221868561761,0.06779068809697393,0.05628416171397172,0.06836340580772063,0.06798912642566399,0.0683646334402584
Macro_Recall,0.07367313741913764,0.07378362045346144,0.073363802388638,0.05506612950746045,0.07343098720161012,0.06490710961252397,0.07364825852068557,0.07342240300347785,0.0737510097575983
Macro_F1,0.09480930808569418,0.09481097104428456,0.09453948363144876,0.0688630220820749,0.09140488431703561,0.0902835179598437,0.09462643042558086,0.09101678676403083,0.09498357637813576
Weighted_F1,0.10580914516995824,0.10578337947596754,0.1054388640462452,0.07712341560213228,0.09944621756986687,0.10177884542488458,0.10542231264494403,0.09912457633667379,0.10593798518482683
Weighted_Precision,0.06491484705762872,0.06508981352017176,0.06424604078433735,0.0542800997167045,0.06464241277362459,0.05080065412554401,0.06465507354421315,0.06478363856902775,0.06466533720040038
