Metric,Mean,Std
Accuracy,0.631698162948163,0.0900066636285444
Macro_Precision,0.6585866642908645,0.06395761900054278
Macro_Recall,0.6603102742165242,0.07085649635792762
Macro_F1,0.6191318164655841,0.09511612938426707
Weighted_Precision,0.7071084177657019,0.06803472391967169
Weighted_Recall,0.631698162948163,0.0900066636285444
Weighted_F1,0.6277445799948597,0.10979105551185332
Micro_Precision,0.631698162948163,0.0900066636285444
Micro_Recall,0.631698162948163,0.0900066636285444
Micro_F1,0.631698162948163,0.0900066636285444
Integrated_Score,0.6423112602756407,0.08198392936809194
