,FeatureNum,InfoGain,Scaler,AugMethod,ImblMethod,Model,NormOrder,Prob_Threshold,Split_Ratio
Accuracy,0.6891660654160654,0.6894052128427128,0.6885773948273948,0.6885773948273948,0.6885773948273949,0.6885773948273949,0.6885773948273948,0.6885773948273948,0.6885773948273948
Macro_Precision,0.6977181039643641,0.6980132591785673,0.6969915680524794,0.6969915680524794,0.6969915680524796,0.6969915680524795,0.6969915680524794,0.6969915680524794,0.6969915680524795
Macro_Recall,0.6965061299725651,0.6967558754501029,0.6958913718740107,0.6958913718740107,0.6958913718740108,0.6958913718740107,0.6958913718740107,0.6958913718740107,0.6958913718740107
Macro_F1,0.6682758762923933,0.6685102119207756,0.6676990501302212,0.6676990501302212,0.6676990501302212,0.6676990501302212,0.6676990501302212,0.6676990501302211,0.6676990501302212
Weighted_F1,0.6844937649092834,0.6847104152424678,0.6839604717814449,0.6839604717814449,0.6839604717814448,0.6839604717814448,0.6839604717814449,0.6839604717814449,0.6839604717814449
Weighted_Precision,0.7377281687188902,0.7379952007350091,0.7370708591407512,0.7370708591407512,0.7370708591407512,0.7370708591407512,0.7370708591407511,0.7370708591407511,0.7370708591407511
