,FeatureNum,InfoGain,Scaler,AugMethod,ImblMethod,Model,NormOrder,Prob_Threshold,Split_Ratio
Accuracy,0.09105878222305777,0.09112284925090637,0.09095288278200091,0.06356743205822425,0.08378938138729417,0.08570213409326376,0.0907959094548781,0.08800718047787778,0.0899896675268319
Macro_Precision,0.06840484046035873,0.06838782089975891,0.06865412742207354,0.05621198861215634,0.06822252783813779,0.05526547983234992,0.06859377180423717,0.06864486539982084,0.06693051845552633
Macro_Recall,0.08106059857376686,0.08109381453712422,0.0811549485872782,0.06112650155765015,0.08021241373140545,0.07227994328044302,0.08110973398773144,0.08106488077660526,0.07947420585490496
Macro_F1,0.09773441490373747,0.0977962017237336,0.09764620583267254,0.06621878903079888,0.0937125400569066,0.09198388305561926,0.09751637154246784,0.09591595828183586,0.09651572643725773
Weighted_F1,0.10630543444445684,0.10639615878788591,0.10617664341634178,0.07077207207863308,0.09719877155306864,0.10091929202179935,0.10599478460951896,0.10175739689198411,0.10533696426208564
Weighted_Precision,0.0693796699487517,0.06933216370158984,0.06975508116663844,0.05946151806884148,0.06833820624133,0.05691688929792315,0.06966846553179763,0.06910516373315893,0.06805234522600379
