Macro_F1,Timestamp,RunID,LogDir,Class,Accuracy,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
0.5559753430105389,2026-05-28 21:27:55,20260528-212448,log/pimaindians_diabetes_v3/20260528-212448/7/biMaxInfgain/noAug__noImbl__minmax/DTmodel,1,0.6233766233766234,0.6076496579578703,0.45,0.3333333333333333,0.3829787234042553,27.0,9,18,11,39,last,0.1,0.5,1779974700814_163e1a7b17799748752576501,23,7,biMaxInfgain,minmax,noAug,noImbl,DTmodel
0.5559753430105389,2026-05-28 21:27:55,20260528-212448,log/pimaindians_diabetes_v3/20260528-212448/7/biMaxInfgain/noAug__noImbl__minmax/DTmodel,0,0.6233766233766234,0.6076496579578703,0.6842105263157895,0.78,0.7289719626168224,50.0,39,11,18,9,last,0.1,0.5,1779974700814_163e1a7b17799748752576501,23,7,biMaxInfgain,minmax,noAug,noImbl,DTmodel
0.5559753430105389,2026-05-28 21:27:47,20260528-212448,log/pimaindians_diabetes_v3/20260528-212448/7/biMaxInfgain/minmax__noAug__noImbl/DTmodel,1,0.6233766233766234,0.6076496579578703,0.45,0.3333333333333333,0.3829787234042553,27.0,9,18,11,39,first,0.1,0.5,1779974700814_163e1a7b17799748677619096,23,7,biMaxInfgain,minmax,noAug,noImbl,DTmodel
0.5559753430105389,2026-05-28 21:27:47,20260528-212448,log/pimaindians_diabetes_v3/20260528-212448/7/biMaxInfgain/minmax__noAug__noImbl/DTmodel,0,0.6233766233766234,0.6076496579578703,0.6842105263157895,0.78,0.7289719626168224,50.0,39,11,18,9,first,0.1,0.5,1779974700814_163e1a7b17799748677619096,23,7,biMaxInfgain,minmax,noAug,noImbl,DTmodel
0.5563177390588558,2026-05-28 21:26:41,20260528-212448,log/pimaindians_diabetes_v3/20260528-212448/5/infgain/standard__noAug__noImbl/DTmodel,0,0.5909090909090909,0.5933224410381771,0.6907216494845361,0.67,0.6802030456852792,100.0,67,33,30,24,first,0.2,0.5,1779974700814_163e1a7b17799748011117204,5012,5,infgain,standard,noAug,noImbl,DTmodel
