Part,MeanImportance,StdImportance,Rank
Model,0.31771729706074775,0.12130098075614813,1
AugName,0.2955228566585462,0.05209002720556361,2
ImblName,0.14513522361051198,0.07186901450608653,3
FS_Method,0.03993500192796535,0.004305235712544202,4
Scaler,0.02738830070564392,0.0014934197337873331,5
Norm_Order,0.025398040640450332,0.0028175017030189473,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Random_State,0.0,0.0,7
Split_Ratio,0.0,0.0,7
