Part,MeanImportance,StdImportance,Rank
AugMethod,0.35271240233219775,0.06707167425083196,1
Model,0.2543406320519502,0.08099728784665113,2
ImblMethod,0.12040050134593538,0.03797396301818452,3
InfoGain,0.04186476261379987,0.010490705441332142,4
Scaler,0.023041914628105925,0.009256292783970839,5
NormOrder,0.02303853586052712,0.007423116934441945,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Split_Ratio,0.0,0.0,7
