Metric,AugMethod,FeatureNum,ImblMethod,InfoGain,Model,NormOrder,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.36947791971606486,0.0,0.17879472245354117,0.033411274620042314,0.19625271859476554,0.017880827436680798,0.0,0.015850952700560257,0.0
Macro_F1,0.4246429643341124,0.0,0.10813483740975142,0.035280613087285605,0.18775218377443026,0.017908199666875717,0.0,0.017525470917876533,0.0
Macro_Precision,0.2927293488991422,0.0,0.0756219966427722,0.05259113798369921,0.35450357015182965,0.02993748702383872,0.0,0.032956145250186634,0.0
Macro_Recall,0.3975364023015158,0.0,0.11844504252011491,0.04039183117392142,0.2536465521295729,0.020523684424669217,0.0,0.020407595348172443,0.0
Weighted_F1,0.38200051034082805,0.0,0.14934457499535977,0.03247864871500576,0.1813763669515302,0.017294453684741057,0.0,0.015118621731799405,0.0
Weighted_Precision,0.2498872684015234,0.0,0.09206183405407282,0.05703507010284492,0.3525124007095723,0.03468656292635723,0.0,0.0363927018200403,0.0
