Metric,AugMethod_gaussian_noise,AugMethod_mixup,AugMethod_noAUG,FeatureNum,ImblMethod_ADASYN,ImblMethod_RandomUnderSampler,ImblMethod_SMOTE,ImblMethod_TomekLinks,ImblMethod_noIMB,InfoGain_biMaxInfgain,InfoGain_biMeanInfgain,InfoGain_infgain,InfoGain_noSelect,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,NormOrder_First,NormOrder_Last,Prob_Threshold,Scaler_MinMax,Scaler_Standard,Split_Ratio
Accuracy,0.36270257447459087,0.003310441013296212,0.0034649042281777952,0.04103602443846127,0.08263153919389482,0.03216968966120603,0.05237881928940346,0.006045618830937309,0.005569055478099513,0.00713228555336391,0.00702555142104525,0.017285750350401724,0.0019676872952314323,0.07473019164717895,0.004603159631727179,0.039706685634142015,0.005997059131081522,0.015420468362545845,0.05579515418809001,0.008566945127522792,0.009313882309158004,0.11896328511714861,0.007853721643926155,0.0079972310566341,0.02833227492273524
Macro_F1,0.41789468133020635,0.0034166122538299626,0.003331670750076125,0.042685726161736035,0.05499946805297348,0.015887171231913466,0.023603444731232655,0.006447685072787352,0.0071970683208444665,0.007652235804027483,0.007891939379704546,0.017525241226445654,0.0022111966771079187,0.06954978965450813,0.005122654979065061,0.036789839971130216,0.006321490394308718,0.014965569034615885,0.055002839740802244,0.008774464968028405,0.009133734698847313,0.1359012226391026,0.008760632628847208,0.008764838289029324,0.030168782008829113
Macro_Precision,0.2815699318558086,0.005590596754127288,0.005568820289206362,0.06760243675341523,0.02382185389468063,0.010439104601041693,0.014870847360807977,0.01298839424402749,0.013501796542214405,0.013913449047887405,0.013954284998854363,0.020715394116429118,0.004008009820528324,0.2590544826403826,0.009117248143711764,0.022699250119966798,0.009249443315181549,0.03555988207652593,0.018823263856060948,0.01480212815537902,0.015135358868459703,0.03563984050019029,0.016604412450541204,0.01635173279964543,0.058418036794925715
Macro_Recall,0.38647372549116843,0.005548525271920737,0.005514151538426679,0.04938285200592468,0.029980323220702255,0.03019349495963887,0.01670835328185609,0.018785868638752236,0.02277700241916546,0.008926940826228965,0.009273313307250435,0.019383395872942587,0.002808181167499435,0.1724759134946001,0.0062881449140446055,0.027979568826072977,0.005758633320465064,0.011289646993167722,0.029854644581222393,0.010259524678978633,0.010264159745690586,0.0523972418478333,0.010178133775455843,0.010229461572716599,0.04726879824827563
Weighted_F1,0.3769404594637505,0.002521272673775745,0.0025387782033018166,0.040455660750490605,0.08474559057688341,0.015743467162947507,0.04053964229551002,0.0040766408458540685,0.004239234114164767,0.006735836691967077,0.0068489346751863245,0.017084866349493154,0.0018090109983592059,0.06054016873944697,0.004538108095358541,0.03813247252735546,0.00555292527542693,0.014740911867829774,0.057871780446112527,0.00857107367375277,0.008723380010988286,0.15769328344781053,0.007507258346275921,0.007611363385523484,0.024237879382434505
Weighted_Precision,0.23833270030649534,0.0058439962261705525,0.0057105718688575,0.0762860197287958,0.01464052484584121,0.013455609779351865,0.011395707934771446,0.024458563759261597,0.028111427734846702,0.015844500968773677,0.01572229548547448,0.02114520853579548,0.004323065112801287,0.2676387009222266,0.013133673837904702,0.014999848164864911,0.01400954434973783,0.03212650544793913,0.010604127986899067,0.016961625461389487,0.017724937464967748,0.038329776424751286,0.017921130993039915,0.018471570827000388,0.06280836583204208
