Metric,Scaler:standard,FeatureNum:7.0,FS_Method:biMaxInfgain,FeatureNum:4.0,FeatureNum:5.0,Norm_Order:first,Norm_Order:last,AugName:noAug,Prob_Threshold:0.5,Split_Ratio:0.2
Accuracy,0.7344276094276094,0.7248376623376623,0.7290313852813853,0.7395833333333334,0.7279491341991342,0.7306998556998557,0.7309403559403559,0.7308201058201058,0.7308201058201058,0.7308201058201058
Macro_F1,0.7013591424166079,0.6911231687470664,0.6961484015794102,0.7032541142134882,0.6953789923191066,0.6965991881043401,0.6968555452083257,0.6967273666563328,0.6967273666563328,0.6967273666563328
Macro_Precision,0.710944809359144,0.7026355303559525,0.7041004067241255,0.7165111162203252,0.7014028115785339,0.7070476853962292,0.7074037669144467,0.7072257261553381,0.7072257261553381,0.7072257261553381
Macro_Recall,0.6970730452674897,0.6885648148148148,0.6931693672839506,0.6975231481481482,0.6925578703703703,0.6930984224965706,0.6933230452674898,0.6932107338820301,0.6932107338820301,0.6932107338820301
Weighted_F1,0.7308050356583576,0.7209623126999283,0.7257452009056196,0.73411177042145,0.7249775713087292,0.7266282665156609,0.726863601897253,0.726745934206457,0.726745934206457,0.726745934206457
Weighted_Precision,0.731623147330892,0.7247209344471127,0.7266262476320632,0.7348738353823618,0.7247072843970437,0.7283700746071283,0.728653996435366,0.7285120355212471,0.7285120355212471,0.7285120355212471
