Metric,Scaler:standard,FeatureNum:7.0,FS_Method:biMaxInfgain,FeatureNum:4.0,FeatureNum:5.0,Norm_Order:first,Norm_Order:last,AugName:noAug,Prob_Threshold:0.5,Split_Ratio:0.2
Accuracy,0.044210248774867615,0.04629788454088178,0.0404421063862191,0.036567334559436046,0.03755975929170839,0.03863049423293289,0.03857756368138672,0.03851434515816347,0.03851434515816347,0.03851434515816347
Macro_F1,0.04358724749079922,0.044212599001105767,0.042233516532990095,0.03880795495239279,0.04107151334850281,0.03906978641452708,0.038837628444001376,0.038863396740953446,0.038863396740953446,0.038863396740953446
Macro_Precision,0.04779419562241278,0.04787200584612582,0.04457439873302296,0.04346822295365079,0.04165378646026853,0.0424957061819305,0.04246998384696662,0.04238431017667822,0.04238431017667822,0.04238431017667822
Macro_Recall,0.04086239630986211,0.04117154383731408,0.04123059108972739,0.036813006937612344,0.04054262050792178,0.037354039762173406,0.03710382376891934,0.037142632262465926,0.037142632262465926,0.037142632262465926
Weighted_F1,0.04185684328894209,0.043258493912517564,0.03926017646915539,0.03573615534164489,0.03741341335219267,0.03690200795574914,0.0367610236297851,0.03674601784860622,0.03674601784860622,0.03674601784860622
Weighted_Precision,0.040409267793604264,0.039939539864280886,0.03878047980559419,0.03667651615353118,0.03715275953076609,0.035931826140038294,0.03582270139533588,0.03579405524135167,0.03579405524135167,0.03579405524135167
