Metric,Split_Ratio:0.1,FeatureNum:5.0,Scaler:standard,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,Norm_Order:last,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,FeatureNum:6.0
Accuracy,0.10212184698075197,0.10087230410434733,0.10259027532844275,0.0992363163019187,0.10008014830427842,0.10367541533768267,0.09928185892646846,0.09928185892646846,0.09897454381569461,0.09735347146632323
Macro_F1,0.10584639735227631,0.10445720939564898,0.10623272350270102,0.1026241603320069,0.10361746473996501,0.10673122156184696,0.10227224691174654,0.10227224691174654,0.10238232851267502,0.10002946631909919
Macro_Precision,0.08098375373005429,0.07859853822507357,0.07633870036765346,0.07824613830536913,0.07693199314305169,0.07948320912953227,0.07661355777505359,0.07661355777505359,0.07616677986312964,0.07555647006317942
Macro_Recall,0.08937427138394846,0.08640208445016274,0.08560876832653708,0.08583551417222172,0.08627374534236817,0.08688896117274349,0.08457503646326964,0.08457503646326964,0.08482257250432454,0.08380056086679942
Weighted_F1,0.11352863707428927,0.11372303346036154,0.11646653278977454,0.11112742767757514,0.11244614516419484,0.11701659149352901,0.11086647090714673,0.11086647090714673,0.11133092469528597,0.10804584184434646
Weighted_Precision,0.07766526057212081,0.07588135958764419,0.07212433989307739,0.07566264951881743,0.07354308843156077,0.07608651560492163,0.07252317087989353,0.07252317087989353,0.07327190768452944,0.0716591453788298
