Metric,Split_Ratio:0.1,FeatureNum:5.0,Scaler:standard,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,Norm_Order:last,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,FeatureNum:6.0
Accuracy,0.7094308469308469,0.6997519841269841,0.698981573981574,0.7003584956709956,0.699774531024531,0.6918845043845044,0.7019345238095238,0.7019345238095238,0.6997098965848966,0.7024380711880712
Macro_F1,0.6937051258044818,0.6833356478289624,0.6822792323348065,0.6829377257739191,0.6822792967212427,0.6744285457951364,0.6833195324492183,0.6833195324492183,0.6813130580367449,0.6844001993541831
Macro_Precision,0.7241643350141406,0.715478037778274,0.7166461620311533,0.7133545696467647,0.7139542747482522,0.708387592285214,0.7149019881390664,0.7149019881390664,0.7124671745599699,0.7145231452115044
Macro_Recall,0.7241495330800886,0.7144364283264746,0.7142565487496043,0.7120984439300412,0.7118247813786008,0.7054508349161127,0.7111912294238683,0.7111912294238683,0.7097888374485596,0.7118767146776406
Weighted_F1,0.7064472781168769,0.6962005178626635,0.6947266956502055,0.696856367419696,0.6960574768795613,0.6875118808903864,0.6978897435421366,0.6978897435421366,0.6957062591986258,0.6990480609724363
Weighted_Precision,0.7644773757782671,0.7561010776620538,0.7571453395723755,0.7530334903916452,0.7538052381214295,0.7487021464824466,0.7533743773157721,0.7533743773157721,0.751628844787662,0.7532799256472125
