Detail,MeanImportance,StdImportance,Rank
Model_DTmodel,0.6119895718081395,0.053730566734341574,1
FeatureNum,0.12435651167596458,0.01112890462600716,2
Model_sklearn_SVM,0.04294209184428031,0.013318622063343478,3
Scaler_standard,0.03862665524254238,0.006464427692505451,4
FS_Method_biMaxInfgain,0.036209224069699765,0.009614297827366051,5
Scaler_minmax,0.034998952120428854,0.0025317893340254505,6
FS_Method_infgain,0.025821042621435853,0.002472785868140219,7
Model_LogisticRegression,0.02283651854179136,0.0038406956484897336,8
Model_XGBmodel,0.018246150923704716,0.006742893421078829,9
Model_GradientBoosting,0.016564614945287357,0.0026936346875842936,10
