Weighted_F1,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
0.868905604199722,2026-05-29 07:23:00,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0,0.8701298701298701,0.8548265460030167,0.8846153846153846,0.92,0.9019607843137256,50.0,46,4,6,21,first,0.1,0.5,1780010547561_543bc48217800105808797182,126,4,biMaxInfgain,standard,noAug,noImbl,XGBmodel
0.868905604199722,2026-05-29 07:23:16,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,1,0.8701298701298701,0.8548265460030167,0.84,0.7777777777777778,0.8076923076923077,27.0,21,6,4,46,last,0.1,0.5,1780010547561_543bc48217800105969030814,126,4,biMaxInfgain,standard,noAug,noImbl,XGBmodel
0.868905604199722,2026-05-29 07:23:00,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,1,0.8701298701298701,0.8548265460030167,0.84,0.7777777777777778,0.8076923076923077,27.0,21,6,4,46,first,0.1,0.5,1780010547561_543bc48217800105808797182,126,4,biMaxInfgain,standard,noAug,noImbl,XGBmodel
0.868905604199722,2026-05-29 07:23:16,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0,0.8701298701298701,0.8548265460030167,0.8846153846153846,0.92,0.9019607843137256,50.0,46,4,6,21,last,0.1,0.5,1780010547561_543bc48217800105969030814,126,4,biMaxInfgain,standard,noAug,noImbl,XGBmodel
0.8586931245639872,2026-05-29 07:28:34,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/6/infgain/minmax__noAug__noImbl/LogisticRegression,1,0.8571428571428571,0.8468077410019894,0.7666666666666667,0.8518518518518519,0.8070175438596491,27.0,23,4,7,43,first,0.1,0.5,1780010547561_543bc48217800109144331769,126,6,infgain,minmax,noAug,noImbl,LogisticRegression
