Part_Label,AugName:gaussian_noise,Model:DTmodel,AugName:mixup,AugName:noAug,Model:sklearn_SVM,ImblName:ADASYN,Prob_Threshold:0.35,Split_Ratio:0.2,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Split_Ratio:0.1,ImblName:RandomUnderSampler,ImblName:SMOTE,Model:random_forest,FeatureNum:4.0,Norm_Order:last,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,Norm_Order:first,Random_State:42.0,Scaler:minmax,Scaler:standard
Model:GradientBoosting,0.9781960363501544,,0.923688978253792,0.9546389491929409,,0.9845810268162785,0.9898192760083526,0.9948443759296823,0.7781854490114638,0.6609105273653572,0.8295014651438218,,,,0.9976841315474441,0.9929802508412381,0.9942911230515845,,0.9911185067581048,0.99859430933906,0.9981178849773827,0.9985643432951685,0.990867728626491,0.9940124798971046,0.9978948033049047,0.9978020726602372,0.9978631047574932,0.9940124798971046,0.99292297194384,0.9965232956279726,0.9976893427520016,0.9900068177546351
Model:LogisticRegression,0.9865775205160057,,0.8880797473441369,0.9281831730488991,,0.994961184676302,0.9977362299985801,0.9838252766557493,0.7238640249841263,0.6019956615570439,0.7796920362534523,,,,0.9878963559183893,0.9952709026984332,0.9969002125110786,,0.976804760075689,0.9910396678132181,0.9892601629185694,0.9904267282615246,0.9768035804903371,0.9814940362649454,0.9890806915708072,0.9887145277616712,0.9888188242561845,0.9814940362649454,0.9793454945046101,0.9861082162418185,0.9904104443042181,0.9762338279527598
Model:XGBmodel,0.9766036034499372,,0.9297915254707618,0.9584165935239675,,0.9804971705130777,0.9864939512789715,0.9967400944670151,0.7919013301834382,0.6772460845272539,0.8416137441986452,,,,0.9987868102523576,0.9906729777660015,0.9919336947342479,,0.9937236609786326,0.9994024282464448,0.9991160689355951,0.999387643622877,0.993521126186279,0.9961182226331097,0.9989537793569189,0.998940813517255,0.9989685318543396,0.9961182226331097,0.9952002709991061,0.9980285348431688,0.9980218702521305,0.992780261632357
Split_Ratio:0.1,0.9677290858748931,0.6905185912216814,0.9456063901283548,0.969742131118718,0.9978984625164519,0.9716803369975915,0.9793268951465275,,0.8152963780659057,0.7024061379151907,0.8629271192499516,0.9976841315474441,0.9878963559183893,0.9987868102523576,,0.987237138142621,0.9876319441948621,0.9949293870260694,0.9975770489153288,0.99957671199772,0.999918073102481,0.9998157233887249,0.9972822704372484,0.9988335305635438,0.999877891681028,0.9998239849812021,0.9998686986791067,0.9988335305635438,0.9985568060274821,0.9997118090033851,0.9988702456212777,0.9953631988840435
ImblName:RandomUnderSampler,0.9662003582133114,0.5804603634833806,0.9067210216110526,0.9462347955717721,0.9759008442021866,,0.9964519823854309,0.9800010327982925,,,0.775632223671099,0.9929802508412381,0.9952709026984332,0.9906729777660015,0.987237138142621,,,0.9952713514031774,0.9744420094940527,0.988128628337395,0.987573440644488,0.9885866300687758,0.9735612704596829,0.9787771556484441,0.9871274311133941,0.9862768775237155,0.9866517590517545,0.9787771556484441,0.9778012020277767,0.9838434258288448,0.9928389338516715,0.9688737915951341
ImblName:SMOTE,0.9714039007467794,0.5750647389473243,0.9016647789800054,0.9417848995817685,0.9760592823542815,,0.9978693151905762,0.9807031069097893,,,0.7741301750564975,0.9942911230515845,0.9969002125110786,0.9919336947342479,0.9876319441948621,,,0.9967467431595403,0.9746686746066532,0.9889979607579918,0.9881734297624168,0.9892626981181892,0.9739316760006046,0.9792777906562719,0.9877088499290306,0.9870001229083031,0.987315324342551,0.9792777906562719,0.9779975507672259,0.984394197286932,0.9925005255205641,0.9703892577432193
Model:random_forest,0.9811914659191389,,0.9117582079811898,0.9463785629926668,,0.9900131194386492,0.9941039246445416,0.9911504918879699,0.7564275055463061,0.6361228739047635,0.8099272713701892,,,,0.9949293870260694,0.9952713514031774,0.9967467431595403,,0.9862019901030548,0.9964961104678813,0.9956193785526062,0.996350196834555,0.985951826513757,0.9898774139377251,0.99533853105483,0.9951426757037799,0.9952368565426973,0.9898774139377251,0.9884365782140128,0.9932914218997516,0.9959837629019432,0.9851310677044984
FeatureNum:4.0,0.9591011189570586,0.7363359354199989,0.957008766874539,0.9741046418362782,0.9999254466315174,0.9538160908233202,0.9638453662127721,0.9992881054027766,0.8525461701560537,0.7492755506134807,0.8947722943487133,0.9911185067581048,0.976804760075689,0.9937236609786326,0.9975770489153288,0.9744420094940527,0.9746686746066532,0.9862019901030548,,0.9965294851976156,0.9973052333635156,0.9966873691475845,0.9999561022349233,0.9997054076120592,,,,,0.9998579050648505,0.9987244795303238,0.9940775364777623,0.9985220380515059
Norm_Order:last,0.9745242858119141,0.6775013230372925,0.9363713762918382,0.9624533515293235,0.9969834924504694,0.9753628933763758,0.9824887927561194,0.9987607061062372,0.8070817540782388,0.6954766637397168,0.8549785702569103,0.99859430933906,0.9910396678132181,0.9994024282464448,0.99957671199772,0.988128628337395,0.9889979607579918,0.9964961104678813,0.9965294851976156,,0.9998637487999708,0.9999334232598873,0.9964397778157764,0.9982267103525179,0.999868409121057,0.9998622497423341,0.999862927413098,0.9982267103525179,,0.9994429076964431,0.9983224474885743,0.9953992058359681
FS_Method:biMaxInfgain,0.9707447890376738,0.6856598689522962,0.9418440884793924,0.9667275168663148,0.9976711799207443,0.9731620508768405,0.9806219725796379,0.9989884334522457,0.8123900959741809,0.7002111566180379,0.8600554072117508,0.9981178849773827,0.9892601629185694,0.9991160689355951,0.999918073102481,0.987573440644488,0.9881734297624168,0.9956193785526062,0.9973052333635156,0.9998637487999708,,,,,0.9999849044541701,0.9999557998666088,0.9999784356128295,0.9987288494663631,0.9982695648543117,0.9997267263009337,0.9987014911337433,0.9955779071074077
FS_Method:biMeanInfgain,0.9721875582084907,0.6796211429908484,0.9393224521246728,0.9650955105936264,0.9971087826217866,0.9750065382134233,0.9821828992654525,0.998676707284855,0.8077252723681407,0.6948890090699849,0.8558986606486344,0.9985643432951685,0.9904267282615246,0.999387643622877,0.9998157233887249,0.9885866300687758,0.9892626981181892,0.996350196834555,0.9966873691475845,0.9999334232598873,,,,,0.9999341159812369,0.9998894822019675,0.9999167865919368,0.9983082805383999,0.9977523066690929,0.9995181464354361,0.9987981297486134,0.9950382904391958
FS_Method:infgain,0.9605111322610347,0.7365211254877738,0.9552074113374097,0.9722555207251073,0.9998895961784228,0.9533580512539719,0.9634406747721505,0.9993469671147673,0.8535296351542211,0.7515782703438441,0.8953294299423735,0.990867728626491,0.9768035804903371,0.993521126186279,0.9972822704372484,0.9735612704596829,0.9739316760006046,0.985951826513757,0.9999561022349233,0.9964397778157764,,,,,0.9973596576659269,0.9975816863289421,0.9974843613371188,0.9996591677775405,0.9997139492926275,0.9986089944410869,0.9935039508910756,0.9989056606759963
FS_Method:noSelect,0.9645201229401383,0.7198930474909063,0.9514179098121589,0.9710566572762025,0.9997638860152926,0.9605724110474648,0.9697483335871786,0.999850578620052,0.8404841688641616,0.7350700297506073,0.8842520665082354,0.9940124798971046,0.9814940362649454,0.9961182226331097,0.9988335305635438,0.9787771556484441,0.9792777906562719,0.9898774139377251,0.9997054076120592,0.9982267103525179,,,,,0.9988775264894451,0.9990298858993638,0.9989708401272975,1.0,0.999881709372099,0.999629293179188,0.9958371044594981,0.9984919534116046
FeatureNum:5.0,0.9709109563198264,0.6874920447792063,0.9419176571972673,0.9665770606880505,0.9978995007945087,0.972565227549845,0.9801533727953337,0.9991652220433138,0.8139266060793514,0.7023585958043879,0.8613255256597925,0.9978948033049047,0.9890806915708072,0.9989537793569189,0.999877891681028,0.9871274311133941,0.9877088499290306,0.99533853105483,,0.999868409121057,0.9999849044541701,0.9999341159812369,0.9973596576659269,0.9988775264894451,,,,,0.998411726946215,0.9997965867529283,0.9985702990994647,0.9958661826345327
FeatureNum:6.0,0.9714261384944102,0.6890696594866415,0.94160571096423,0.9659570889638032,0.998033550119873,0.9718647548291226,0.9795080899933856,0.9993205820437917,0.8159509521122187,0.705366540788067,0.8629395258027802,0.9978020726602372,0.9887145277616712,0.998940813517255,0.9998239849812021,0.9862768775237155,0.9870001229083031,0.9951426757037799,,0.9998622497423341,0.9999557998666088,0.9998894822019675,0.9975816863289421,0.9990298858993638,,,,,0.9985287068433456,0.9998488107495807,0.9982052565168948,0.9963721962143125
FeatureNum:7.0,0.97107074186367,0.6884630140590772,0.9419146036111326,0.9663754690755638,0.9979773637746755,0.9721488385404374,0.9797618214729606,0.9992441565055532,0.8151382153999628,0.7040633485398267,0.8623166006067429,0.9978631047574932,0.9888188242561845,0.9989685318543396,0.9998686986791067,0.9866517590517545,0.987315324342551,0.9952368565426973,,0.999862927413098,0.9999784356128295,0.9999167865919368,0.9974843613371188,0.9989708401272975,,,,,0.9984926940307579,0.9998320918385102,0.998380797547792,0.9961463503331199
FeatureNum:8.0,0.9645201229401383,0.7198930474909063,0.9514179098121589,0.9710566572762025,0.9997638860152926,0.9605724110474648,0.9697483335871786,0.999850578620052,0.8404841688641616,0.7350700297506073,0.8842520665082354,0.9940124798971046,0.9814940362649454,0.9961182226331097,0.9988335305635438,0.9787771556484441,0.9792777906562719,0.9898774139377251,,0.9982267103525179,0.9987288494663631,0.9983082805383999,0.9996591677775405,1.0,,,,,0.999881709372099,0.999629293179188,0.9958371044594981,0.9984919534116046
Norm_Order:first,0.9603955210264604,0.7271935250232976,0.9559966694368097,0.9745381139684032,0.9998508786664627,0.9579850709315663,0.9674984786377857,0.9994963314779288,0.8447920792533462,0.7388362254767247,0.8883499643902991,0.99292297194384,0.9793454945046101,0.9952002709991061,0.9985568060274821,0.9778012020277767,0.9779975507672259,0.9884365782140128,0.9998579050648505,,0.9982695648543117,0.9977523066690929,0.9997139492926275,0.999881709372099,0.998411726946215,0.9985287068433456,0.9984926940307579,0.999881709372099,,0.999313169511765,0.9956703732377064,0.9980149273176349
Random_State:42.0,0.9684282366013133,0.7014825047520957,0.9462563906887076,0.9687791239433968,0.9989601660655233,0.9677268040632027,0.9759891646882519,0.9997276932091298,0.825461865005687,0.7164663139717052,0.8713309982506955,0.9965232956279726,0.9861082162418185,0.9980285348431688,0.9997118090033851,0.9838434258288448,0.984394197286932,0.9932914218997516,0.9987244795303238,0.9994429076964431,0.9997267263009337,0.9995181464354361,0.9986089944410869,0.999629293179188,0.9997965867529283,0.9998488107495807,0.9998320918385102,0.999629293179188,0.999313169511765,,0.9976828662933744,0.9972555705871278
Scaler:minmax,0.9648309252197531,0.67047612601374,0.9430416670742146,0.970361682744285,0.9946951527606763,0.9776098716043939,0.9844027453306029,0.9959775043489468,0.7942601827470597,0.6739790764136099,0.8452635397657862,0.9976893427520016,0.9904104443042181,0.9980218702521305,0.9988702456212777,0.9928389338516715,0.9925005255205641,0.9959837629019432,0.9940775364777623,0.9983224474885743,0.9987014911337433,0.9987981297486134,0.9935039508910756,0.9958371044594981,0.9985702990994647,0.9982052565168948,0.998380797547792,0.9958371044594981,0.9956703732377064,0.9976828662933744,,
Scaler:standard,0.9672431354687547,0.7315293401631564,0.9447717169229755,0.9619555011865625,0.9983408720184083,0.9518762066207173,0.96169413680347,0.9985441315223912,0.8550683636207325,0.7589275817364688,0.8951089522732758,0.9900068177546351,0.9762338279527598,0.992780261632357,0.9953631988840435,0.9688737915951341,0.9703892577432193,0.9851310677044984,0.9985220380515059,0.9953992058359681,0.9955779071074077,0.9950382904391958,0.9989056606759963,0.9984919534116046,0.9958661826345327,0.9963721962143125,0.9961463503331199,0.9984919534116046,0.9980149273176349,0.9972555705871278,,
