Recall,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
1.0,2026-02-22 23:12:18,20260222-075415,log/pimaindians_diabetes/20260222-075415/7/infgain/minmax__gaussian_noise__SMOTE/sklearn_SVM,1,0.5714285714285714,0.564076170869789,0.5471656495845894,0.45,0.6206896551724138,27.0,27,0,33,17,first,0.1,0.35,1771718062421_c4b64e6c17717731381170034,23,7,infgain,minmax,gaussian_noise,SMOTE,sklearn_SVM
1.0,2026-02-22 18:19:01,20260222-075415,log/pimaindians_diabetes/20260222-075415/6/infgain/gaussian_noise__SMOTE__standard/LogisticRegression,1,0.4545454545454545,0.4191810344827586,0.376371473354232,0.391304347826087,0.5625,27.0,27,0,42,8,last,0.1,0.35,1771718062421_c4b64e6c17717555412646532,5012,6,infgain,standard,gaussian_noise,SMOTE,LogisticRegression
1.0,2026-02-23 04:35:36,20260222-075415,log/pimaindians_diabetes/20260222-075415/8/noSelect/standard__gaussian_noise__RandomUnderSampler/LogisticRegression,1,0.4935064935064935,0.4706504494976203,0.437794886234865,0.4090909090909091,0.5806451612903226,54.0,54,0,78,22,first,0.2,0.35,1771718062421_c4b64e6c17717925367793140,23,8,noSelect,standard,gaussian_noise,RandomUnderSampler,LogisticRegression
1.0,2026-02-22 13:39:09,20260222-075415,log/pimaindians_diabetes/20260222-075415/6/biMaxInfgain/gaussian_noise__ADASYN__standard/sklearn_SVM,1,0.4805194805194805,0.4539007092198581,0.4178870774615455,0.4029850746268656,0.574468085106383,27.0,27,0,40,10,last,0.1,0.35,1771718062421_c4b64e6c17717387495533601,126,6,biMaxInfgain,standard,gaussian_noise,ADASYN,sklearn_SVM
1.0,2026-02-22 13:39:05,20260222-075415,log/pimaindians_diabetes/20260222-075415/6/biMaxInfgain/gaussian_noise__ADASYN__standard/LogisticRegression,1,0.4935064935064935,0.4706504494976203,0.437794886234865,0.4090909090909091,0.5806451612903226,27.0,27,0,39,11,last,0.1,0.35,1771718062421_c4b64e6c17717387459354030,23,6,biMaxInfgain,standard,gaussian_noise,ADASYN,LogisticRegression
