Part,MeanImportance,StdImportance,Rank
AugName,0.30646005366369394,0.06564845112374698,1
Model,0.24501400811201354,0.08400192072207749,2
ImblName,0.11903475074278846,0.04277728182238162,3
FS_Method,0.04536252794789283,0.008294301540682282,4
Scaler,0.029375847646595298,0.0008664647032708699,5
Norm_Order,0.024594851919500605,0.0008230978305761136,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Random_State,0.0,0.0,7
Split_Ratio,0.0,0.0,7
