Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Random_State,Scaler,Split_Ratio
Accuracy,0.3228912574115575,0.038711803220837386,0.0,0.15510842668626929,0.18471512850104496,0.024981556874455867,0.0,0.0,0.02821600331703419,0.0
Macro_F1,0.3732332220402088,0.040265689458323685,0.0,0.1435084798927863,0.18169030871989955,0.023132967543316355,0.0,0.0,0.028659689238812118,0.0
Macro_Precision,0.22317281561703625,0.05479942770262677,0.0,0.07605433960592406,0.35364979412494496,0.025126188215324377,0.0,0.0,0.030033947116504676,0.0
Macro_Recall,0.35572243049148367,0.04542783775344996,0.0,0.08761848489924083,0.24841174101597138,0.02410456220115531,0.0,0.0,0.029262374179828115,0.0
Weighted_F1,0.3377590147129142,0.03694090963753842,0.0,0.1724298451465992,0.1620523105156502,0.024964633064548297,0.0,0.0,0.030572304575347892,0.0
Weighted_Precision,0.22598158170896315,0.05602949991458076,0.0,0.07948892822591105,0.33956476579457023,0.025259203618203437,0.0,0.0,0.029510767452044794,0.0
