Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
1,M_P,0.8623,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
1,M_R,0.8559,log/pimaindians_diabetes_v6/6/infgain/noAug__noImbl__minmax/LogisticRegression,0.1,0.5,126
1,M_F1,0.8548,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
1,m_P,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
1,m_R,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
1,m_F1,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
1,W_P,0.8690,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
1,W_R,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
1,W_F1,0.8689,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
1,Acc,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
2,M_P,0.8623,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,M_R,0.8559,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
2,M_F1,0.8548,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,m_P,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,m_R,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,m_F1,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,W_P,0.8690,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
2,W_R,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
2,W_F1,0.8689,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
2,Acc,0.8701,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
3,M_P,0.8591,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,M_R,0.8489,log/pimaindians_diabetes_v6/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
3,M_F1,0.8468,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,m_P,0.8571,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,m_R,0.8571,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,m_F1,0.8571,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,W_P,0.8629,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,W_R,0.8571,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,W_F1,0.8587,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,Acc,0.8571,log/pimaindians_diabetes_v6/6/infgain/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
4,M_P,0.8591,log/pimaindians_diabetes_v6/7/infgain/noAug__noImbl__standard/LogisticRegression,0.1,0.5,126
4,M_R,0.8489,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
4,M_F1,0.8468,log/pimaindians_diabetes_v6/6/infgain/noAug__noImbl__minmax/LogisticRegression,0.1,0.5,126
4,m_P,0.8571,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.1,0.5,126
4,m_R,0.8571,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.1,0.5,126
4,m_F1,0.8571,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.1,0.5,126
4,W_P,0.8629,log/pimaindians_diabetes_v6/6/infgain/noAug__noImbl__minmax/LogisticRegression,0.1,0.5,126
4,W_R,0.8571,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.1,0.5,126
4,W_F1,0.8587,log/pimaindians_diabetes_v6/6/infgain/noAug__noImbl__minmax/LogisticRegression,0.1,0.5,126
4,Acc,0.8571,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.1,0.5,126
5,M_P,0.8506,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__standard/LogisticRegression,0.1,0.5,126
5,M_R,0.8444,log/pimaindians_diabetes_v6/8/noSelect/minmax__noAug__noImbl/LogisticRegression,0.1,0.5,126
5,M_F1,0.8418,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.1,0.5,126
5,m_P,0.8571,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
5,m_R,0.8571,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
5,m_F1,0.8571,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
5,W_P,0.8577,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
5,W_R,0.8571,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
5,W_F1,0.8565,log/pimaindians_diabetes_v6/4/biMaxInfgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,126
5,Acc,0.8571,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
