Metric,ImblMethod:ADASYN,AugMethod:gaussian_noise,ImblMethod:SMOTE,Prob_Threshold:0.35,Model:random_forest,Split_Ratio:0.1,Model:XGBmodel,Model:GradientBoosting,InfoGain:biMaxInfgain,InfoGain:biMeanInfgain
Accuracy,0.6533327783327784,0.612012987012987,0.6727872821622821,0.6716373903873905,0.6867112054612055,0.7002705627705628,0.6923909423909423,0.6964035964035964,0.6877130681818181,0.687692775974026
Macro_F1,0.6411158668835069,0.5790914245347175,0.6612337183793707,0.6574981090531076,0.6663706107860726,0.6800749419678982,0.6710449100001202,0.6754044598787402,0.6666647658743587,0.6666768101723315
Macro_Precision,0.6919434582400837,0.6492768825590828,0.6977524443412596,0.6984158148904387,0.6998635668707915,0.7103731639844634,0.7098833362973214,0.7146000666081928,0.6959495619002063,0.6960833071332371
Macro_Recall,0.6931891520259575,0.6251642034662868,0.7026482371794872,0.6996418368154479,0.7002287511870845,0.7100947293447294,0.7067467948717949,0.7122883428300095,0.6954342528292181,0.6955946180555556
Weighted_F1,0.6442495330707663,0.5926329175502522,0.6691050677049519,0.6658109599557457,0.6802731880306211,0.6952329732980695,0.6836441540195994,0.6875640311243457,0.6826832907539372,0.6826142638434209
Weighted_Precision,0.7429159700923754,0.6929242954355405,0.7458176626039748,0.7463268763204415,0.7416361008823779,0.7504382070026308,0.7508460443115459,0.7559711641939029,0.7359747593963116,0.7362892763202754
