Metric,ImblMethod:ADASYN,AugMethod:gaussian_noise,ImblMethod:SMOTE,Prob_Threshold:0.35,Split_Ratio:0.1,Model:XGBmodel,Model:random_forest,Model:GradientBoosting,InfoGain:biMaxInfgain,NormOrder:Last
Accuracy,0.6542589355089355,0.610646645021645,0.6710112803862803,0.6707632645132645,0.6997280497280498,0.691371128871129,0.6864406426906426,0.6970425407925409,0.6869712752525252,0.6836691086691087
Macro_F1,0.6421638842888737,0.5780478757349995,0.6594603186768461,0.656619295852779,0.6797436299051441,0.6700192617222447,0.6666036055878958,0.6762261777680337,0.6662049700216737,0.6632560122541076
Macro_Precision,0.6929167120980886,0.648867110926879,0.6960509938186455,0.697989708749555,0.7100105124987237,0.7088334859943783,0.7005202532708279,0.7159782685165776,0.6955514514807933,0.6957711250774833
Macro_Recall,0.6938272099556821,0.6242752552231718,0.7011703664134219,0.6989719452358341,0.7098089585311808,0.7058960113960113,0.7004531695156695,0.7131639363722697,0.6951292759773663,0.694142192940804
Weighted_F1,0.6455267908129803,0.5913402383612988,0.6671839173177092,0.6648295796143703,0.6947572310480121,0.6824091000330076,0.6802113086687682,0.6882925042488587,0.6820214026969555,0.678552114502828
Weighted_Precision,0.744116994861488,0.6927252714817085,0.7441318775244252,0.7460507322093254,0.7501670617431139,0.7497509763954777,0.7423780021621471,0.7574688617830899,0.7357964564167506,0.7371937027690489
