Metric,Mean,Std
Accuracy,0.6617965367965368,0.03425296967031084
Macro_Precision,0.6321486995683441,0.03823247765358341
Macro_Recall,0.6335751028806585,0.0420404585409616
Macro_F1,0.6304963030150246,0.03968632007928938
Weighted_Precision,0.6665099193003028,0.036753870415465247
Weighted_Recall,0.6617965367965368,0.03425296967031084
Weighted_F1,0.6620273795368204,0.03486077307953559
Micro_Precision,0.6617965367965368,0.03425296967031084
Micro_Recall,0.6617965367965368,0.03425296967031084
Micro_F1,0.6617965367965368,0.03425296967031084
Integrated_Score,0.6518205392763218,0.036029391172869414
