Metric,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,FS_Method:infgain,Norm_Order:first,Norm_Order:last,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Scaler:minmax
Accuracy,0.045507879933622084,0.045507879933622084,0.04552623215292533,0.041328550882861796,0.04140893880030595,0.04142279565650277,0.04139668910022547,0.04139668910022547,0.04139668910022547,0.04290172180048912
Macro_F1,0.047862752278061416,0.047862752278061416,0.048232144006575335,0.042188198168664676,0.04312639003116304,0.04313069357920463,0.04310855235519041,0.04310855235519041,0.04310855235519041,0.044742579970673664
Macro_Precision,0.05253263861024834,0.05253263861024834,0.05071938677518957,0.04808689947517113,0.04737285909321014,0.047375116275119596,0.04735206443283978,0.04735206443283978,0.04735206443283978,0.04858720724322876
Macro_Recall,0.04625515846442303,0.04625515846442303,0.046321261408597283,0.03960949566262957,0.04116727266236839,0.04117885935593496,0.04115398275404082,0.04115398275404082,0.04115398275404082,0.043316309162721126
Weighted_F1,0.04418816190894124,0.04418816190894124,0.04455241478791726,0.039524674896147874,0.04003211774966105,0.04004133926337115,0.040018176143026725,0.040018176143026725,0.040018176143026725,0.04141025156641105
Weighted_Precision,0.04478610313973499,0.04478610313973499,0.04366781508710051,0.039726465680871216,0.03996072919403217,0.039973464555632936,0.03994858684433363,0.03994858684433363,0.03994858684433363,0.04124862990669273
