Metric,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,FS_Method:infgain,Norm_Order:first,Norm_Order:last,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Scaler:minmax
Accuracy,0.7225737205801861,0.7225737205801861,0.7200042975164204,0.7316884982833258,0.7267006710164038,0.7266245255648991,0.7266625982906515,0.7266625982906515,0.7266625982906515,0.7185726656272633
Macro_F1,0.6885462827314475,0.6885462827314475,0.6848851656123173,0.6957065086015739,0.6919320023068148,0.6919182167472542,0.6919251095270346,0.6919251095270346,0.6919251095270346,0.683705099262057
Macro_Precision,0.6975282213421345,0.6975282213421345,0.6944517247457385,0.7084664283872946,0.702031176577604,0.7019168225516472,0.7019739995646256,0.7019739995646256,0.7019739995646256,0.6935627631822895
Macro_Recall,0.6862338489488877,0.6862338489488877,0.6827090007443289,0.6915690329925259,0.6889118178061393,0.6889149987105122,0.6889134082583257,0.6889134082583257,0.6889134082583257,0.6818635042874573
Weighted_F1,0.7192053803753736,0.7192053803753736,0.7161252763486801,0.7268989598131836,0.7227754035301763,0.7227380060388175,0.7227567047844969,0.7227567047844969,0.7227567047844969,0.7148665275334242
Weighted_Precision,0.7214198105468149,0.7214198105468149,0.7184774676054645,0.7292556550288823,0.7247497770111405,0.7246824667325185,0.7247161218718295,0.7247161218718295,0.7247161218718295,0.7178601886928921
