Precision,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
1.0,2026-02-20 16:32:01,20260220-161321,log/pimaindians_diabetes/20260220-161321/6/biMaxInfgain/standard__gaussian_noise__ADASYN/random_forest,0,0.4155844155844156,0.3636363636363636,0.3093270365997639,0.1,0.1818181818181818,50.0,5,45,0,27,first,0.1,0.35,1771575212296_720c096117715763218631761,42,6,biMaxInfgain,standard,gaussian_noise,ADASYN,random_forest
1.0,2026-02-20 16:25:55,20260220-161321,log/pimaindians_diabetes/20260220-161321/5/biMeanInfgain/noAug__ADASYN__minmax/random_forest,0,0.7272727272727273,0.7270886075949368,0.7292059838895282,0.58,0.7341772151898734,50.0,29,21,0,27,last,0.1,0.35,1771575212296_720c096117715759551371241,42,5,biMeanInfgain,minmax,noAug,ADASYN,random_forest
1.0,2026-02-20 16:38:34,20260220-161321,log/pimaindians_diabetes/20260220-161321/6/biMeanInfgain/gaussian_noise__ADASYN__standard/random_forest,0,0.3896103896103896,0.323930506258173,0.2609872847122987,0.06,0.1132075471698113,100.0,6,94,0,54,last,0.2,0.35,1771575212296_720c096117715767146361969,42,6,biMeanInfgain,standard,gaussian_noise,ADASYN,random_forest
1.0,2026-02-20 16:23:07,20260220-161321,log/pimaindians_diabetes/20260220-161321/5/biMaxInfgain/noAug__ADASYN__minmax/random_forest,0,0.7272727272727273,0.7270886075949368,0.7292059838895282,0.58,0.7341772151898734,50.0,29,21,0,27,last,0.1,0.35,1771575212296_720c096117715757876450450,42,5,biMaxInfgain,minmax,noAug,ADASYN,random_forest
1.0,2026-02-20 16:39:37,20260220-161321,log/pimaindians_diabetes/20260220-161321/6/biMeanInfgain/standard__noAug__RandomUnderSampler/random_forest,0,0.7532467532467533,0.7525790630813461,0.7564182815324366,0.62,0.7654320987654321,50.0,31,19,0,27,first,0.1,0.35,1771575212296_720c096117715767771952302,42,6,biMeanInfgain,standard,noAug,RandomUnderSampler,random_forest
