Recall,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
0.02,2026-02-20 16:56:35,20260220-161321,log/pimaindians_diabetes/20260220-161321/7/infgain/standard__gaussian_noise__ADASYN/random_forest,0,0.3376623376623376,0.2663926770035494,0.1980925855388773,0.3333333333333333,0.0377358490566037,50.0,1,49,2,25,first,0.1,0.35,1771575212296_720c096117715777957937043,42,7,infgain,standard,gaussian_noise,ADASYN,random_forest
0.02,2026-02-20 16:53:38,20260220-161321,log/pimaindians_diabetes/20260220-161321/7/biMeanInfgain/gaussian_noise__ADASYN__standard/random_forest,0,0.3636363636363636,0.2817437654673519,0.2093003132409186,1.0,0.0392156862745098,100.0,2,98,0,54,last,0.2,0.35,1771575212296_720c096117715776184930211,42,7,biMeanInfgain,standard,gaussian_noise,ADASYN,random_forest
0.02,2026-02-20 16:59:47,20260220-161321,log/pimaindians_diabetes/20260220-161321/8/noSelect/gaussian_noise__ADASYN__standard/random_forest,0,0.3571428571428571,0.277954061094009,0.2065288725009302,0.6666666666666666,0.0388349514563106,100.0,2,98,1,53,last,0.2,0.35,1771575212296_720c096117715779873311377,42,8,noSelect,standard,gaussian_noise,ADASYN,random_forest
0.02,2026-02-20 16:50:36,20260220-161321,log/pimaindians_diabetes/20260220-161321/7/biMaxInfgain/gaussian_noise__ADASYN__standard/random_forest,0,0.3506493506493506,0.2741327300150829,0.2037374390315566,0.5,0.0384615384615384,50.0,1,49,1,26,last,0.1,0.35,1771575212296_720c096117715774367152158,42,7,biMaxInfgain,standard,gaussian_noise,ADASYN,random_forest
0.03,2026-02-20 16:50:38,20260220-161321,log/pimaindians_diabetes/20260220-161321/7/biMaxInfgain/gaussian_noise__ADASYN__standard/random_forest,0,0.3571428571428571,0.2847290640394089,0.2167487684729064,0.6,0.0571428571428571,100.0,3,97,2,52,last,0.2,0.35,1771575212296_720c096117715774388885820,42,7,biMaxInfgain,standard,gaussian_noise,ADASYN,random_forest
