Model,nrrs
LogisticRegression,0.2886751345948129
XGBmodel,0.8571428571428572
DTmodel,1.0
GradientBoosting,1.0714285714285716
random_forest,1.2637626158259732
sklearn_SVM,1.3571428571428572
