Model,nrrs
LogisticRegression,0.27735009811261463
XGBmodel,0.8375273185581186
DTmodel,1.0
GradientBoosting,1.0518130328438329
random_forest,1.0518130328438329
sklearn_SVM,1.2857142857142856
