Model,nrrs
LogisticRegression,0.37796447300922725
DTmodel,1.0
XGBmodel,1.0117965278508343
random_forest,1.0922501872949417
sklearn_SVM,1.2142857142857144
GradientBoosting,1.2559289460184542
