Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.7697164412322458,0.7548468124662291,0.726097791042621,0.733609709268943,0.7673720950561825,0.7697164412322458,0.7629324494127522,0.7697164412322458,0.7697164412322458,0.7697164412322458,0.7571995701516557
