Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,final_score
LogisticRegression,0.37796447300922725,0.5773502691896258,0.2886751345948129,0.2886751345948129,0.27735009811261463,0.37796447300922725,0.27735009811261463,0.37796447300922725,0.37796447300922725,0.37796447300922725,0.27735009811261463,0.3524157452512029
XGBmodel,1.0117965278508343,1.3571428571428572,0.8571428571428572,1.0059216977610543,0.8375273185581186,1.0117965278508343,0.8375273185581186,1.0117965278508343,1.0117965278508343,1.0117965278508343,0.8375273185581186,0.9810701824522995
DTmodel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
random_forest,1.0922501872949417,1.2916359834753401,1.2637626158259732,1.2637626158259732,1.0518130328438329,1.0922501872949417,1.0518130328438329,1.0922501872949417,1.0922501872949417,1.0922501872949417,1.0518130328438329,1.1305319318303177
GradientBoosting,1.2559289460184542,1.5714285714285716,1.0714285714285716,1.0773502691896257,1.0518130328438329,1.2559289460184542,1.0518130328438329,1.2559289460184542,1.2559289460184542,1.2559289460184542,1.0518130328438329,1.1959355673336853
sklearn_SVM,1.2142857142857144,1.1428571428571428,1.3571428571428572,1.3571428571428572,1.2857142857142856,1.2142857142857144,1.2857142857142856,1.2142857142857144,1.2142857142857144,1.2142857142857144,1.2857142857142856,1.2532467532467535
