Part,MeanImportance,StdImportance,Rank
AugMethod,0.3858423875707994,0.060132660768789606,1
Model,0.2790587542068422,0.10249549379710675,2
ImblMethod,0.11727136115364896,0.04668163382303303,3
InfoGain,0.02692855772848826,0.006511729440219066,4
NormOrder,0.014972029982255728,0.0035411880363268506,5
Scaler,0.00984956425710913,0.004501538101616515,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Split_Ratio,0.0,0.0,7
