,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.08065352400107711,0.08061214583658971,0.08037758446604945,0.06675202094700276,0.0762456724206844,0.07859348432441306,0.08068222639699034,0.07584465590363551,0.07881044893439199,0.08091043047741164
Macro_Precision,0.06026302236128402,0.06026300510137972,0.059460831258548744,0.05431921968815387,0.059905048217188506,0.05099900496731786,0.06029673777686981,0.06018093847326162,0.05799990248276213,0.060317667886832085
Macro_Recall,0.06346387916306365,0.06367690150657229,0.06264801246551867,0.052800510585228826,0.06335063785203722,0.057006802761470625,0.0634106967020989,0.06337615079277963,0.06105764800529491,0.06344501592793168
Macro_F1,0.08093738830727888,0.08111915604476717,0.08042161838727925,0.06370109655836398,0.07854124135859115,0.07840307003299803,0.08084283385640725,0.07767342647419068,0.07884511373135744,0.08103787605255858
Weighted_F1,0.09203532413433765,0.09220404200802496,0.09155904483047479,0.07240959465899921,0.08678584257381204,0.08966347705776594,0.09173459919257254,0.0849978598815211,0.09013331082760245,0.09205484252038242
Weighted_Precision,0.0592871288186228,0.05946599693983659,0.058188421951524044,0.05380526193879828,0.058990333372894964,0.048480365719093636,0.0590226682721172,0.05882363579885963,0.056971596441352995,0.05903725278137768
