Cluster,Part
3,AugName:noAug
3,FS_Method:infgain
3,FS_Method:noSelect
3,FeatureNum:6.0
3,FeatureNum:8.0
3,ImblName:noImbl
3,Norm_Order:first
3,Norm_Order:last
3,Prob_Threshold:0.5
3,Split_Ratio:0.2
2,FS_Method:biMaxInfgain
2,FeatureNum:5.0
6,FeatureNum:4.0
6,Model:GradientBoosting
1,FeatureNum:7.0
1,Scaler:minmax
10,Model:DTmodel
8,Model:LogisticRegression
7,Model:XGBmodel
9,Model:random_forest
5,Model:sklearn_SVM
4,Scaler:standard
