Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.15,Split_Ratio:0.2,Split_Ratio:0.25,Split_Ratio:0.3
Accuracy,0.7266625982906515,0.7226589177255934,0.7316884982833258,0.7225737205801861,0.737211924509877,0.7283604693020103,0.7231181406895307,0.7200042975164204,0.7225737205801861,0.7266625982906515,0.67503944411272,0.7304154797150487,0.7597833839213151,0.7357842329286295,0.7292324673251397,0.7297205817410558,0.7267006710164038,0.7266245255648991,0.7266625982906515,0.7185726656272633,0.7347525309540396,0.694925444925445,0.7189495530012772,0.7308501683501684,0.7374855324074074,0.7511022927689595
Macro_F1,0.6919251095270346,0.6889884171513921,0.6957065086015739,0.6885462827314475,0.7017298488347793,0.6964060924135208,0.6863687446453145,0.6848851656123173,0.6885462827314475,0.6919251095270346,0.6444166614998988,0.6967374728085411,0.7277680568771852,0.6962658244461285,0.7001326257110871,0.6862300158193667,0.6919320023068148,0.6919182167472542,0.6919251095270346,0.683705099262057,0.7001451197920121,0.65742010227623,0.6831205918978104,0.6967469743882702,0.7020302315782415,0.720307647494621
Macro_Precision,0.7019739995646256,0.6965930152975794,0.7084664283872946,0.6975282213421345,0.7153626342334941,0.7023799844288543,0.6979245439616611,0.6944517247457385,0.6975282213421345,0.7019739995646256,0.64537247851067,0.704548865760005,0.7420842008216397,0.7108004498292192,0.7042052985164983,0.7048327039497215,0.702031176577604,0.7019168225516472,0.7019739995646256,0.6935627631822895,0.7103852359469617,0.6671667562931813,0.6911929821188478,0.7072726561423258,0.7140418605820784,0.7301957426866947
Macro_Recall,0.6889134082583257,0.686927673351485,0.6915690329925259,0.6862338489488877,0.6968952989277136,0.6940863063661549,0.6833028066498242,0.6827090007443289,0.6862338489488877,0.6889134082583257,0.6468990977535972,0.6934849434870267,0.7228821717166819,0.6910944325373349,0.6993799051094969,0.6797398989458168,0.6889118178061393,0.6889149987105122,0.6889134082583257,0.6818635042874573,0.695963312229194,0.6563631687242798,0.6815119395711501,0.6932338820301782,0.6970251520176893,0.7164328989483311
Weighted_F1,0.7227567047844969,0.7195022808580912,0.7268989598131836,0.7192053803753736,0.7324390143705454,0.7259049539865602,0.7183332366367642,0.7161252763486801,0.7192053803753736,0.7227567047844969,0.6754983581813626,0.7270200299278201,0.7555481103748486,0.729114727621622,0.72802846986185,0.7213305327394784,0.7227754035301763,0.7227380060388175,0.7227567047844969,0.7148665275334242,0.7306468820355698,0.6906250911126668,0.7157685020098126,0.7267671370834107,0.7328505144529236,0.7477722792636713
Weighted_Precision,0.7247161218718295,0.7210006665460305,0.7292556550288823,0.7214198105468149,0.7349187015038743,0.7265337566588638,0.7205827173816227,0.7184774676054645,0.7214198105468149,0.7247161218718295,0.6790137300591061,0.7274491183579411,0.7591168940890225,0.7301349090532295,0.7296735123398931,0.7229085673317847,0.7247497770111405,0.7246824667325185,0.7247161218718295,0.7178601886928921,0.7315720550507671,0.6936754477540605,0.7179092855712703,0.7285496595698717,0.7340004985857798,0.7494457178781652
