Macro_Recall,Timestamp,RunID,LogDir,Norm_Order,Model_RunID,Split_Ratio,Prob_Threshold,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Accuracy,Macro_Precision,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.3977777777777778,2026-02-20 16:26:20,20260220-161321,log/pimaindians_diabetes/20260220-161321/5/biMeanInfgain/gaussian_noise__ADASYN__standard/random_forest,last,1771575212296_720c096117715759803147665,0.1,0.5,42,5,biMeanInfgain,standard,gaussian_noise,ADASYN,random_forest,0.3506493506493506,0.3915094339622641,0.34966216216216217,0.42391570693457487,0.35064935064935066,0.34209371709371705,0.35064935064935066,0.35064935064935066,0.35064935064935066,0.36534341401558373
0.4603703703703703,2026-02-20 16:17:02,20260220-161321,log/pimaindians_diabetes/20260220-161321/4/biMeanInfgain/gaussian_noise__noImbl__minmax/random_forest,last,1771575212296_720c096117715754220698504,0.1,0.35,42,4,biMeanInfgain,minmax,gaussian_noise,noImbl,random_forest,0.3766233766233766,0.44518442622950816,0.3636363636363636,0.4802267404726421,0.37662337662337664,0.3364817001180637,0.37662337662337664,0.37662337662337664,0.3766233766233766,0.39424521391976663
0.4666666666666667,2026-02-20 16:22:10,20260220-161321,log/pimaindians_diabetes/20260220-161321/5/biMaxInfgain/gaussian_noise__ADASYN__minmax/random_forest,last,1771575212296_720c096117715757305168396,0.2,0.35,42,5,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest,0.3571428571428571,0.4298245614035088,0.3221288515406162,0.4586466165413533,0.35714285714285715,0.276110444177671,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.36810682167603875
0.4674074074074074,2026-02-20 16:30:40,20260220-161321,log/pimaindians_diabetes/20260220-161321/6/biMaxInfgain/gaussian_noise__ADASYN__minmax/random_forest,last,1771575212296_720c096117715762400594847,0.1,0.35,42,6,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest,0.3636363636363636,0.43939393939393934,0.33491979552265116,0.4710743801652892,0.36363636363636365,0.29363972885918943,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.37752604680848506
0.47296296296296303,2026-02-20 16:56:35,20260220-161321,log/pimaindians_diabetes/20260220-161321/7/infgain/standard__gaussian_noise__ADASYN/random_forest,first,1771575212296_720c096117715777957937043,0.1,0.35,42,7,infgain,standard,gaussian_noise,ADASYN,random_forest,0.3376623376623376,0.33558558558558554,0.26639267700354935,0.33491283491283486,0.3376623376623377,0.19809258553887726,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.31908386279243733
