,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.04961601563252717,0.04949448912061504,0.04974366091723176,0.0497110389402928,0.0497110389402928,0.02960746904193512,0.04976862005189954,0.0497110389402928,0.04676634225001759
Macro_Precision,0.056455162626094735,0.056372043170678475,0.05657382556688991,0.056519559264791706,0.056519559264791706,0.032314084738846144,0.056585151758552735,0.056519559264791706,0.05426265088804239
Macro_Recall,0.05272857506764748,0.05270097093768317,0.05277926926464427,0.052897211709740405,0.052897211709740405,0.03767112583103359,0.0529582832342502,0.052897211709740405,0.04658279476878182
Macro_F1,0.05311395348409185,0.0529213884704182,0.05331155134743797,0.05334970509915117,0.05334970509915117,0.035530849356157836,0.05341134013378104,0.05334970509915117,0.04829089585026006
Weighted_F1,0.04879501329999204,0.04862888299351573,0.048960239752653206,0.048959613838079834,0.048959613838079834,0.03101424545689582,0.049016237861530365,0.048959613838079834,0.04509794185358806
Weighted_Precision,0.04911780706753958,0.049080746917553986,0.04921189145143115,0.049196411398036495,0.049196411398036495,0.030351876084724918,0.049253418211859905,0.049196411398036495,0.04585099360382959
