Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.7699765512265513,0.7720846861471862,0.766504329004329,0.7754329004329005,0.7685335497835498,0.7742153679653679,0.7693452380952381,0.7650838744588745,0.7754329004329005,0.7699765512265513,0.6872294372294373,0.761904761904762,0.810966810966811,0.7902236652236652,0.7786796536796536,0.7908549783549783,0.7698713323713323,0.7700817700817701,0.7699765512265513,0.7686387686387687,0.7713143338143339,0.784030784030784,0.7559223184223185
Macro_F1,0.7410585687721075,0.7440809552650319,0.7366320247998212,0.7466751986895552,0.7388267313178151,0.7470385740747187,0.7396331257004767,0.7359275290366959,0.7466751986895552,0.7410585687721075,0.6585499111589683,0.7341770158935274,0.7838897287356995,0.7640062712564384,0.7506878476737973,0.7550406379142144,0.7408970817593145,0.7412200557849006,0.7410585687721075,0.738480104783436,0.743637032760779,0.7603747117255116,0.7217424258187035
Macro_Precision,0.7531497306563788,0.7541289662988171,0.7502955118534734,0.7606496632982481,0.75215260806379,0.7566729795256183,0.7515347547469621,0.7484886139682106,0.7606496632982481,0.7531497306563788,0.658663653132742,0.7412955558025076,0.8012015505991565,0.7746925343800072,0.7604408166265126,0.7826042733973475,0.7530810366269891,0.7532184246857686,0.7531497306563788,0.7521657319393206,0.7541337293734373,0.7668131904419523,0.7394862708708055
Macro_Recall,0.7368685699588478,0.7399189814814814,0.7324942129629629,0.7421643518518518,0.7343229166666667,0.7432677469135802,0.735480324074074,0.731755401234568,0.7421643518518518,0.7368685699588478,0.6602572016460905,0.7320730452674897,0.7781327160493827,0.7589660493827161,0.7465277777777778,0.7452546296296296,0.7366889574759945,0.737048182441701,0.7368685699588478,0.7343792866941015,0.739357853223594,0.7582990397805213,0.7154381001371741
Weighted_F1,0.7665968463925731,0.7691411722837498,0.7627454322801435,0.7718251992775849,0.7648078287237693,0.7715675895433923,0.7656170690334201,0.7617807218272047,0.7718251992775849,0.7665968463925731,0.6879254358628046,0.759558645903338,0.8064553742448585,0.7873372356145583,0.7754565300360898,0.7828478566937891,0.766466662902858,0.766727029882288,0.7665968463925731,0.7646447963943507,0.7685488963907955,0.7826392169785471,0.750554475806599
Weighted_Precision,0.7697178322708693,0.7710684823951016,0.7667922532346454,0.776017547918836,0.7682863581164728,0.773768997827487,0.7682691766888391,0.765396938626695,0.776017547918836,0.7697178322708693,0.6902124250815093,0.761375746938875,0.8114843872758586,0.7891101339820333,0.7768450330870169,0.7892792672599228,0.7696224862490092,0.7698131782927293,0.7697178322708693,0.7685336159136993,0.7709020486280395,0.7849046786990269,0.7545309858427118
