Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.047826254845988854,0.0478315821019896,0.0477548097947077,0.04470792602566522,0.047051965026411686,0.04553380365851178,0.0463205033661664,0.04932773305191838,0.04470792602566522,0.047826254845988854,0.0342529696703109,0.04872618327772788,0.047284788125097586,0.03430016399802045,0.055763496376245475,0.038196615843986176,0.04781603846445007,0.047891605334864126,0.04700760420133135,0.04483209097328451,0.050443646306541225,0.03971233073327467,0.048647952087084945,0.03998327459117867
Macro_F1,0.04694264399696308,0.048048009727461,0.045874669048355576,0.04405860394820482,0.043285432251359376,0.04561441181271106,0.04498428628887427,0.04979634455761367,0.04405860394820482,0.04694264399696308,0.03968632007928936,0.046505641512889904,0.037154027783670884,0.03583717869246841,0.049716865189772044,0.04330255468192785,0.046990814341460185,0.046948532551995915,0.04691900555686846,0.046708422298859784,0.04776763139334917,0.041582664596304934,0.04744854723530618,0.038622581519843255
Macro_Precision,0.04663914211673791,0.04686660861284791,0.045676240113700445,0.045657890222660855,0.04556985004859259,0.043104550193715056,0.04491678995754115,0.04870506878885423,0.045657890222660855,0.04663914211673791,0.0382324776535834,0.0453204547590283,0.036991577053931926,0.037196242406510586,0.04183587975523819,0.04286549685236391,0.04661883589369103,0.04671293339519239,0.041499035935361396,0.05059359477751101,0.04706444838820541,0.043372960598702534,0.047214023156635455,0.03936594924625714
Macro_Recall,0.04538371800183574,0.04722193565937436,0.043341693127480756,0.044021932724721595,0.03967490755621353,0.04467537428872641,0.04379149574054253,0.04934528083866961,0.044021932724721595,0.04538371800183574,0.042040458540961646,0.045067717451970406,0.026386253316043915,0.036248775934810636,0.041717701310228034,0.044447169184538206,0.045449520744094175,0.04537018522150586,0.04551888470378558,0.044766786651428456,0.045768147303344164,0.04231084344872202,0.04635338901972953,0.03760219421184277
Weighted_F1,0.04619725079935689,0.046611751858869496,0.04585254282081449,0.04307682820191434,0.04391139696599738,0.0443748770927699,0.044609915584403005,0.048430986621204326,0.04307682820191434,0.04619725079935689,0.0348607730795356,0.04624409656914019,0.043077117350792914,0.03299483978105252,0.054527946763568765,0.03860395796006349,0.04621524312423812,0.04623251735637009,0.04700577222628224,0.04342236867970123,0.04848321743226303,0.038433983130432926,0.046972051302511676,0.03805491268220415
Weighted_Precision,0.04172099241494752,0.04294740309620068,0.039787795555209005,0.04172626662404432,0.037703635727342234,0.03939301316469844,0.04050627812743221,0.04536439666346906,0.04172626662404432,0.04172099241494752,0.03675387041546527,0.04052311155636707,0.02687917008827768,0.03233048534753233,0.03707698416565431,0.038931261169950715,0.041747335989355525,0.0417426002952489,0.04017784866619947,0.04322558393175075,0.0428334449899514,0.038678964565916484,0.043011368467390204,0.03453716514487727
