Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
4,W_P,0.8733,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
4,W_R,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
4,W_F1,0.8657,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
4,Acc,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
5,M_P,0.8846,log/pimaindians_diabetes/6/biMaxInfgain/standard__gaussian_noise__TomekLinks/LogisticRegression,0.1,0.5,7
5,M_R,0.8559,log/pimaindians_diabetes/7/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
5,M_F1,0.8489,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
5,m_P,0.8571,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
5,m_R,0.8571,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
5,m_F1,0.8571,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
5,W_P,0.8695,log/pimaindians_diabetes/5/infgain/mixup__ADASYN__standard/random_forest,0.1,0.35,7
5,W_R,0.8571,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
5,W_F1,0.8600,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.35,7
5,Acc,0.8571,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
