Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
1,M_P,0.8906,log/pimaindians_diabetes/6/biMeanInfgain/standard__gaussian_noise__noImbl/LogisticRegression,0.1,0.5,7
1,M_R,0.8730,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.35,7
1,M_F1,0.8597,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
1,m_P,0.8701,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
1,m_R,0.8701,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
1,m_F1,0.8701,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
1,W_P,0.8770,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.35,7
1,W_R,0.8701,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
1,W_F1,0.8711,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
1,Acc,0.8701,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,M_P,0.8846,log/pimaindians_diabetes/4/biMeanInfgain/standard__gaussian_noise__TomekLinks/LogisticRegression,0.1,0.5,7
2,M_R,0.8659,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,M_F1,0.8597,log/pimaindians_diabetes/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,m_P,0.8701,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,m_R,0.8701,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,m_F1,0.8701,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,W_P,0.8738,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
2,W_R,0.8701,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,W_F1,0.8711,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
2,Acc,0.8701,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
3,M_P,0.8846,log/pimaindians_diabetes/5/biMaxInfgain/standard__gaussian_noise__TomekLinks/LogisticRegression,0.1,0.5,7
3,M_R,0.8659,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
3,M_F1,0.8548,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
3,m_P,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
3,m_R,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
3,m_F1,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
3,W_P,0.8733,log/pimaindians_diabetes/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0.1,0.5,7
3,W_R,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
3,W_F1,0.8689,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
3,Acc,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0.1,0.5,7
4,M_P,0.8846,log/pimaindians_diabetes/5/infgain/standard__gaussian_noise__TomekLinks/LogisticRegression,0.1,0.5,7
4,M_R,0.8644,log/pimaindians_diabetes/4/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.5,7
4,M_F1,0.8507,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/XGBmodel,0.1,0.35,7
4,m_P,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
4,m_R,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
4,m_F1,0.8701,log/pimaindians_diabetes/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0.1,0.5,7
