Metric,Mean,Std
Accuracy,0.6941711066711067,0.0880668293851929
Macro_Precision,0.6986767102359407,0.06603745227197987
Macro_Recall,0.6982197491294714,0.07885500822834302
Macro_F1,0.6728006198398865,0.09461915440150524
Weighted_Precision,0.737328830962221,0.06615549822668676
Weighted_Recall,0.6941711066711067,0.0880668293851929
Weighted_F1,0.6901007751219835,0.10211291859431817
Micro_Precision,0.6941711066711067,0.0880668293851929
Micro_Recall,0.6941711066711067,0.0880668293851929
Micro_F1,0.6941711066711067,0.08806682938519289
Integrated_Score,0.6955261809454863,0.08159376407870364
