Prob_Threshold,LogDir,Norm_First,Split_Ratio,Timestamp,RunID,Model_RunID,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,NormOrder,FeatureNum,InfoGain,Pipeline,Model,Scaler,AugMethod,ImblMethod
0.5,log/pimaindians_diabetes/8/noSelect/noAUG__noIMB__Standard/sklearn_SVM,False,0.2,2026-01-30 21:13:48,1769764270122_202fd60e,1769764270122_202fd60e17697788280661832,0.735930735930736,0.7116278150260853,0.6859259259259259,0.6934684092516895,0.7279996520010593,0.735930735930736,0.7275386163651243,0.735930735930736,0.735930735930736,0.735930735930736,0.7200786875101234,Last,8,noSelect,noAUG__noIMB__Standard,sklearn_SVM,Standard,noAUG,noIMB
0.5,log/pimaindians_diabetes/5/infgain/Standard__noAUG__SMOTE/XGBmodel,True,0.1,2026-01-30 17:49:53,1769764270122_202fd60e,1769764270122_202fd60e17697665938397774,0.7792207792207794,0.777327935222672,0.8044444444444444,0.7737251512532412,0.8208633471791368,0.7792207792207794,0.7842584381910224,0.7792207792207794,0.7792207792207794,0.7792207792207794,0.7856494227895764,First,5,infgain,Standard__noAUG__SMOTE,XGBmodel,Standard,noAUG,SMOTE
0.5,log/pimaindians_diabetes/5/infgain/Standard__noAUG__RandomUnderSampler/sklearn_SVM,True,0.2,2026-01-30 17:49:44,1769764270122_202fd60e,1769764270122_202fd60e17697665849598260,0.7402597402597403,0.7258891928864569,0.7446296296296296,0.7285386920500616,0.7626139250626255,0.7402597402597403,0.7453876988514745,0.7402597402597403,0.7402597402597403,0.7402597402597403,0.7405061294969976,First,5,infgain,Standard__noAUG__RandomUnderSampler,sklearn_SVM,Standard,noAUG,RandomUnderSampler
0.5,log/pimaindians_diabetes/7/biMeanInfgain/Standard__noAUG__RandomUnderSampler/LogisticRegression,True,0.2,2026-01-30 19:11:33,1769764270122_202fd60e,1769764270122_202fd60e17697714934924080,0.7207792207792206,0.6966101694915254,0.704074074074074,0.6994781030179261,0.7274928461369138,0.7207792207792206,0.7233769180671835,0.7207792207792206,0.7207792207792206,0.7207792207792206,0.7145576504447058,First,7,biMeanInfgain,Standard__noAUG__RandomUnderSampler,LogisticRegression,Standard,noAUG,RandomUnderSampler
0.5,log/pimaindians_diabetes/5/infgain/Standard__noAUG__SMOTE/DTmodel,True,0.1,2026-01-30 17:49:54,1769764270122_202fd60e,1769764270122_202fd60e17697665940422239,0.6623376623376623,0.6292592592592592,0.6292592592592592,0.6292592592592592,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.650760221260221,First,5,infgain,Standard__noAUG__SMOTE,DTmodel,Standard,noAUG,SMOTE
