,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.08974284680548605,0.08981242183947802,0.08929600687455166,0.0691643913370359,0.08426245136820924,0.0856023272476427,0.08926808105360659,0.08498056205966009,0.08773257784019214,0.08971953990447208
Macro_Precision,0.06553434698704548,0.06557693477472751,0.06557127972874643,0.0557937153351429,0.06496424462820868,0.05436532410573453,0.06541092558374424,0.06505967862957739,0.06304126429824715,0.0655816862277985
Macro_Recall,0.06979577978179571,0.06971302013183373,0.06987740765891431,0.053713962274546945,0.06983191198197777,0.06207913865010143,0.06979783141808701,0.0698069399768808,0.06813461820448943,0.06997971512518106
Macro_F1,0.09025879836256298,0.09027199700124727,0.089848729178195,0.0659728808017238,0.08731544865747341,0.08591171533632984,0.08987628075098422,0.08718022795854422,0.08849986066307575,0.09030422871350986
Weighted_F1,0.10100491731378211,0.1010916971133662,0.10013695592151636,0.07383450626151433,0.09443132862308978,0.09707617983729462,0.10031922713038274,0.09476011978804705,0.09931115175643512,0.10090854518693396
Weighted_Precision,0.06090628955462095,0.06093189214606609,0.06075625342121321,0.052028215827480156,0.06086140213845366,0.04879251399407881,0.06076130049708566,0.06089924090094048,0.05900544898418136,0.06089958949289221
