Metric,AugName:gaussian_noise,AugName:mixup,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:ADASYN,ImblName:RandomUnderSampler,ImblName:SMOTE,ImblName:TomekLinks,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.6019532550782551,0.7105321761571761,0.7061813186813186,0.6755997474747475,0.6749966179653679,0.6700577200577201,0.6649395743145743,0.6690836940836941,0.6781265031265031,0.6756283068783069,0.6713669432419432,0.6649395743145743,0.6406562187812187,0.6550081862581862,0.6570772977022976,0.7048819236319237,0.7068209568209569,0.6304445554445555,0.6750957375957376,0.6873980186480186,0.6691121378621379,0.6625811688311689,0.7127018814518814,0.6807359307359307,0.6650419025419025,0.6468878343878344,0.6988899988899989,0.6794656732156732,0.6663121600621601,0.6893717393717393,0.656406093906094
Macro_F1,0.573309020964266,0.6910285860705655,0.6904281431134504,0.6548936288560434,0.6543941129800734,0.6475043015689684,0.6434834103555471,0.6477756619087289,0.6575877339401699,0.6536125592981923,0.650080102726356,0.6434834103555471,0.6265227007626626,0.6423955495480783,0.6426968729934042,0.6743613426528076,0.6719664509568505,0.6059910508196813,0.6552244858765067,0.6672287338581352,0.6495708944355847,0.6426947080026945,0.6888216273039612,0.6591089934447867,0.6440681733207345,0.6322687468384502,0.670908419927071,0.6563112852265536,0.6468658815389677,0.6668601368488113,0.6363170299167099
Macro_Precision,0.6372829501449114,0.6992289999976841,0.700276754231082,0.6823049886987781,0.6816881457045969,0.67458118484746,0.671787108615929,0.6746749615107439,0.6847403792051421,0.680581522327437,0.6781022292911236,0.671787108615929,0.6697550597528762,0.6730809883631869,0.6739946426749311,0.6886198522494967,0.6891972975823047,0.6104891553229191,0.6869557237415148,0.7042107719294617,0.6818305176978442,0.6721430662829444,0.7179481737726705,0.6831429904749573,0.6747161457741611,0.6713132077395207,0.6865459285095976,0.6781792626367531,0.6796798736123653,0.6950237624240524,0.6628353738250659
Macro_Recall,0.615593690645774,0.7031181149097815,0.7072325795346629,0.679480742026749,0.678963091563786,0.669436021090535,0.6675729166666666,0.6709443158436214,0.681468492798354,0.6764697359396433,0.6749572616598079,0.6675729166666666,0.6679258171098448,0.6766549442070275,0.6758546019309908,0.6805934433364988,0.6755451685660019,0.6130890313390314,0.6849683048433048,0.694733202754036,0.6790517568850902,0.6719983974358975,0.7080480769230769,0.6801520259575815,0.6704775641025641,0.670616828901551,0.6800127611585945,0.6742284544159545,0.6764011356441911,0.6890641025641026,0.661565487496043
Weighted_F1,0.5862932508339116,0.7122676419282986,0.7089360279420646,0.6718447673118069,0.6712786674910264,0.6664068953404044,0.6610320024789065,0.6659324256386074,0.6745668305286134,0.6717199236094195,0.6671545937476767,0.6610320024789065,0.6346062013307737,0.6532486242122818,0.654291724466661,0.7018501323232998,0.7018315188407749,0.6336539675073088,0.6694124111168444,0.6824140005824328,0.6640940270670362,0.6572638450550199,0.7081555900799076,0.6778895903499642,0.6604416901195523,0.6418625305319794,0.696468749937537,0.6767327927383493,0.6615984877311673,0.684530550653117,0.6538007298163996
Weighted_Precision,0.6803888590036875,0.7331074791136677,0.7371636237681037,0.7206020248620504,0.7200174067288139,0.711689514680653,0.7102907164175858,0.7128823537157745,0.7225328812926122,0.7179467745258976,0.7163832521610723,0.7102907164175858,0.7169769961356779,0.7182171949356128,0.7179125437597514,0.7166971362602639,0.7146293987177924,0.6477595939261613,0.7265261616030328,0.7429131088713128,0.7220898290603084,0.7117490931765629,0.7502821371335398,0.7200667623334576,0.7137065455901817,0.7173324213966072,0.7164408865270321,0.7134083935627595,0.7203649143608798,0.730451168628215,0.7033221392954242
