Metric,AugName:gaussian_noise,AugName:mixup,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:ADASYN,ImblName:RandomUnderSampler,ImblName:SMOTE,ImblName:TomekLinks,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Random_State:5012.0,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.10778529683143985,0.04837256443892312,0.05133531274074474,0.09096881740766768,0.09157921107758912,0.08611840752322807,0.09058325134942716,0.08631351862721114,0.0919098217767932,0.0895536206198894,0.09035402165410934,0.09058325134942716,0.1003850354812516,0.09130500825180198,0.09444769614058617,0.06852480062441378,0.06664971634299263,0.07881201183484243,0.09422476433297969,0.07769074823225308,0.0911585165027922,0.10011501887455328,0.07161290370843558,0.08483486756166783,0.09370129454554536,0.0973175570032183,0.07264356711610187,0.08971953990447208,0.08355225427153103,0.09503975947757229,0.09674968367052827,0.07871547200985601
Macro_F1,0.10440607734332713,0.04602893997111161,0.047483625090732645,0.09236601833541377,0.09288804048196392,0.08506621990675053,0.09076770928086089,0.08604921798019567,0.09271305088787986,0.0901988025343431,0.09156521112953538,0.09076770928086089,0.10487572431558567,0.09289287410248569,0.0962917595115459,0.07201856353114944,0.07049832182660036,0.07700792050156813,0.09717076250128104,0.07543187355468813,0.09243183425329794,0.10236526349759803,0.0710626377095458,0.08529578509319913,0.09445677640876933,0.10065617985684942,0.073704276060239,0.09030422871350986,0.08209057464103543,0.09760688371535456,0.0979771382573818,0.0790225830687697
Macro_Precision,0.08110063112848888,0.04417666455309817,0.04210385032384163,0.06573857089047702,0.06584771362747988,0.06466271025955554,0.0660587443213976,0.06461559568921761,0.06715465093546943,0.06470210360312281,0.06514064038601994,0.0660587443213976,0.0635611777945151,0.05978747776078667,0.06330496798283293,0.06902771935300765,0.06913988024990106,0.07400214381255521,0.05625995007199898,0.03442281144010579,0.05231081513623106,0.06726848497814393,0.041927739195372245,0.06321016786669512,0.06761168330079337,0.061833160701638884,0.06828619655751589,0.0655816862277985,0.06455560197718421,0.06658695748030866,0.0712835682359736,0.0547989603605207
Macro_Recall,0.07495671513172408,0.04391771097024428,0.04226746072167247,0.07136678647305922,0.07173414976124928,0.06627474060308079,0.06947640368994562,0.0682564289992592,0.07195460306120362,0.07022652936427191,0.06906493379429825,0.06947640368994562,0.07329812526596598,0.06907699934151805,0.07100088868323293,0.06899922484645384,0.06678432177271808,0.0753879344228395,0.06558878614382714,0.04292526142575932,0.06341377733555725,0.07417300187209458,0.05098607070053077,0.06828667836299564,0.0713089844731784,0.07133666036823987,0.06827721958552173,0.06997971512518106,0.06621820087977022,0.07353661443805842,0.07626064446357605,0.06000859194540281
Weighted_F1,0.12470120727859361,0.046643104404999476,0.050159207100949885,0.10307139936454242,0.1037524644440356,0.09514924324540121,0.10239368139948558,0.09565895943425157,0.10335610404100647,0.10041490535927185,0.10320093633489508,0.10239368139948558,0.12157856405123181,0.10556513018467878,0.10972490549999105,0.06862798318017693,0.06666006019937035,0.07636280920249008,0.11206849270647747,0.09134083409073226,0.106736052620271,0.11616698797417004,0.07978190242962692,0.09376059015078929,0.1068778641099762,0.11616242656403424,0.07335781301205986,0.10090854518693396,0.09021724664836468,0.11005666519466803,0.10849090819926621,0.09013139531360402
Weighted_Precision,0.07781799267882701,0.04020873238380105,0.0380579224198124,0.06146095806629079,0.0611900585582678,0.05931896993986853,0.06175758201983726,0.059525291266678285,0.06206769083090196,0.05971262304429295,0.061468260611394314,0.06175758201983726,0.06377541331099261,0.0577028891374734,0.0612498934524853,0.061345692403431615,0.06023312238788535,0.06879322139632488,0.052444513022910005,0.02821517225742138,0.04732196849653878,0.062382459676278076,0.033597749114999735,0.05813293005769847,0.06338967093647285,0.06110385503613987,0.060694626765741104,0.06089958949289221,0.05840333582481313,0.0631091710176133,0.0655856778049925,0.05242522016337023
