,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.6718290043290043,0.6713984149531025,0.6728889166389167,0.6728889166389166,0.6728889166389166,0.6728889166389167,0.6728889166389167,0.6728889166389167,0.6728889166389167,0.6728889166389166
Macro_Precision,0.677977240190075,0.677590356966691,0.6789295681245592,0.6789295681245592,0.6789295681245592,0.6789295681245592,0.6789295681245592,0.6789295681245592,0.6789295681245591,0.6789295681245592
Macro_Recall,0.6742825445816187,0.6738631928369343,0.6753147950300729,0.6753147950300727,0.6753147950300727,0.6753147950300727,0.6753147950300729,0.6753147950300729,0.6753147950300729,0.6753147950300727
Macro_F1,0.6505078936457989,0.6500688634401581,0.6515885833827606,0.6515885833827606,0.6515885833827606,0.6515885833827605,0.6515885833827606,0.6515885833827606,0.6515885833827606,0.6515885833827606
Weighted_F1,0.6680811552006447,0.667640583155536,0.6691656402347583,0.6691656402347582,0.6691656402347583,0.6691656402347582,0.6691656402347583,0.6691656402347582,0.6691656402347583,0.6691656402347582
Weighted_Precision,0.7160071956225884,0.7156499156722758,0.7168866539618197,0.7168866539618196,0.7168866539618197,0.7168866539618196,0.7168866539618196,0.7168866539618197,0.7168866539618196,0.7168866539618196
