Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.04231748012776284,0.03918984963983807,0.042603877852929566,0.0510333253583685,0.03930784500624846,0.048055450230457014,0.03530728759673363,0.04090966729188509,0.0510333253583685,0.04231748012776284,0.039680553427258625,0.033929447219663594,0.015518349692042728,0.031642568911825125,0.029923939906205954,0.02411861277522726,0.04229617708104977,0.04243693612997799,0.04231748012776284,0.03981522727955217,0.044706992350801694,0.03898074940196214,0.0362292251715571
Macro_F1,0.04225075483073548,0.038936486847461975,0.04287647775636613,0.04860562530830542,0.0408229741397427,0.0480093584495967,0.035327997929674226,0.04026804094969441,0.04860562530830542,0.04225075483073548,0.03975937557299026,0.03640718140784543,0.014972234215676773,0.036148028625820124,0.032451342466832844,0.02613146589211291,0.04225857629736574,0.042341037522851704,0.04225075483073548,0.036811795129821454,0.04695834700563627,0.042863988680969314,0.03326037227307649
Macro_Precision,0.04892913743791781,0.044949146278384755,0.0503365209976669,0.05679769638956143,0.047801124123718966,0.0544928354399153,0.04215707801252406,0.04656951875968172,0.05679769638956143,0.04892913743791781,0.04114662834401942,0.0393558694875171,0.022554236361261335,0.03551294377342981,0.03485510161461694,0.033660973235681305,0.048801987691651255,0.04916897647672863,0.04892913743791781,0.04581751903408567,0.05194363974482293,0.04724511343289851,0.03883237890813932
Macro_Recall,0.039797546846280465,0.03684497398081647,0.040206308234227654,0.04453105820776189,0.03917100227617246,0.04530732477518795,0.033640804896600804,0.037383102952966284,0.04453105820776189,0.039797546846280465,0.03887082848410276,0.03480467017329037,0.013451136747796213,0.037003855115094804,0.032053760097526876,0.023906870089814788,0.03981951702898149,0.03986802710938257,0.039797546846280465,0.033198155567789815,0.04523361430308561,0.04183892653631297,0.03065318092158521
Weighted_F1,0.04008823733120961,0.03701911617951737,0.040484040417193085,0.04745218192630078,0.0378252613900337,0.04560498625433453,0.03333369720701548,0.03856317349899669,0.04745218192630078,0.04008823733120961,0.03769313004397493,0.03342859279611697,0.014191910670702504,0.03218844419197844,0.029486973182661882,0.023743034219320207,0.04008573345052051,0.04018379433303795,0.04008823733120961,0.0363186334491072,0.04349294239100458,0.03880263482402356,0.033009774063120396
Weighted_Precision,0.040607668876010534,0.03721404548945423,0.0417137595938061,0.04662632162253937,0.03979206585164137,0.04564823954745055,0.034630889066398676,0.038501086803130594,0.04662632162253937,0.040607668876010534,0.03627848022893114,0.03377715048902182,0.01708650765938306,0.03259777515159216,0.03003506635661786,0.02707060477095202,0.040543858001424196,0.04076534639228248,0.040607668876010534,0.03655420796024766,0.044306300792759594,0.040373892734847504,0.031708506628589754
