FeatureNum,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FS_Method,Scaler,AugName,ImblName,Model
4,2026-05-29 02:21:24,20260529-022111,log/pimaindians_diabetes_v4/20260529-022111/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0,0.7142857142857143,0.699645390070922,0.719452887537994,0.8181818181818182,0.72,0.7659574468085106,100.0,72,28,16,38,first,0.2,0.35,1779992484150_aebe794717799924842407147,23,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
4,2026-05-29 02:21:57,20260529-022111,log/pimaindians_diabetes_v4/20260529-022111/4/infgain/noAug__noImbl__minmax/LogisticRegression,0,0.7727272727272727,0.7571525118269881,0.775522742632452,0.8494623655913979,0.79,0.8186528497409327,100.0,79,21,14,40,last,0.2,0.35,1779992484150_aebe794717799925177721249,126,infgain,minmax,noAug,noImbl,LogisticRegression
4,2026-05-29 02:21:57,20260529-022111,log/pimaindians_diabetes_v4/20260529-022111/4/infgain/noAug__noImbl__minmax/LogisticRegression,1,0.7727272727272727,0.7571525118269881,0.775522742632452,0.6557377049180327,0.7407407407407407,0.6956521739130435,54.0,40,14,21,79,last,0.2,0.35,1779992484150_aebe794717799925177721249,126,infgain,minmax,noAug,noImbl,LogisticRegression
4,2026-05-29 02:21:57,20260529-022111,log/pimaindians_diabetes_v4/20260529-022111/4/infgain/noAug__noImbl__minmax/GradientBoosting,0,0.7272727272727273,0.7053571428571428,0.7293599257884972,0.8020833333333334,0.77,0.7857142857142857,100.0,77,23,19,35,last,0.2,0.35,1779992484150_aebe794717799925179971377,126,infgain,minmax,noAug,noImbl,GradientBoosting
4,2026-05-29 02:21:57,20260529-022111,log/pimaindians_diabetes_v4/20260529-022111/4/infgain/noAug__noImbl__minmax/GradientBoosting,1,0.7272727272727273,0.7053571428571428,0.7293599257884972,0.603448275862069,0.6481481481481481,0.625,54.0,35,19,23,77,last,0.2,0.35,1779992484150_aebe794717799925179971377,126,infgain,minmax,noAug,noImbl,GradientBoosting
