Metric,FeatureNum:5.0,FS_Method:infgain,FeatureNum:6.0,Scaler:standard,Norm_Order:first,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Split_Ratio:0.2,Norm_Order:last
Accuracy,0.03710315566619193,0.03867805639159344,0.03704871152860469,0.03830748037403246,0.03738365008775812,0.03722593247909685,0.03722593247909685,0.03722593247909685,0.03722593247909685,0.03724121796939336
Macro_F1,0.03649905793937396,0.03724129221732722,0.038568374110876505,0.0366072242708353,0.036402128933170415,0.0363150627056834,0.0363150627056834,0.0363150627056834,0.0363150627056834,0.03639659735198635
Macro_Precision,0.04531534681934523,0.049250345808983506,0.04548134587085303,0.04640917018961557,0.0461367716186756,0.04591375434970815,0.04591375434970815,0.04591375434970815,0.04591375434970815,0.04590387891811634
Macro_Recall,0.033697156964250956,0.033685748897921274,0.036879062886123956,0.033531862671507234,0.0336021949821322,0.03355351772839271,0.03355351772839271,0.03355351772839271,0.03355351772839271,0.03366070173336072
Weighted_F1,0.034789201626336044,0.035716498264530584,0.03563921260714825,0.03541269698980747,0.03477145282680825,0.0346550279371942,0.0346550279371942,0.0346550279371942,0.0346550279371942,0.03469958001406911
Weighted_Precision,0.036492925049661715,0.03840615432821809,0.03711105131185867,0.03673900897109976,0.036445730145008584,0.0362891158740613,0.0362891158740613,0.0362891158740613,0.0362891158740613,0.03630099271273965
